"Segment"	"en-ZZ"	"sq-XK"	"ID"	"File"
"4443"	"Type your answer to the question."	"Shhtyp përgjigjen tënde për pyetjen."	"R563_question01_q01itemDirections_56fc786b3d91e6.22628556_1_0"	"PISA_sqi-KSV_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"2419"	"Read the Introduction."	"Lexo Hyrjen"	"q00a-body_q00a-itemDirections_56fc786aca1045.24770633_0_0"	"PISA_sqi-KSV_REA_R549-MessageInABottle_en18_MS2022.xlf"
"1240"	"Refer to the webpage on the right."	"Referoju ueb-faqes në të djathtë"	"Q07_question_Q07itemDirections_56fc7820d478e2.14367000_0_0"	"PISA_sqi-KSV_REA_R541-Plastic_en18_MS2022.xlf"
"3877"	"Click on a choice to answer the question."	"Kliko një alternativë për t’iu përgjigjur pyetjes."	"R560_question03_q03itemDirections_56fc784a7ad263.50990820_1_0"	"PISA_sqi-KSV_REA_R560-GarbagePatch_en18_MS2022.xlf"
"5149"	"Click on one or more boxes to answer the question."	"Kliko një apo më shumë kuti për t'iu përgjigjur pyetjes."	"R567_question01_q01itemDirections_56fc78790bba85.72707001_1_0"	"PISA_sqi-KSV_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"3310"	"Introduction"	"Hyrje"	"question00_itemTitle00_56fc783ab75ce5.82207371_1_0"	"PISA_sqi-KSV_REA_R556-Microlending_en18_MS2022.xlf"
"5512"	"Click on a search result to answer the question."	"Kliko] një rezultat kërkimi për t’iu përgjigjur pyetjes."	"R568_question05_q05itemDirections_56fc784aa8cd49.98790140_1_0"	"PISA_sqi-KSV_REA_R568-SpaceDebris_en18_MS2022.xlf"
"6081"	"Read the introduction."	"Lexo Hyrjen."	"q0aR590_question_q0aitemDirections_56fd231113fc59.68937271_0_0"	"PISA_sqi-KSV_REA_R590-Sentences01_en18_MS2022.xlf"
"960"	"&lt;b&gt;2/ Complete&lt;/b&gt; the form below.&lt;br /&gt; &lt;b&gt;3/ Attach&lt;/b&gt; a copy of your proof of purchase as well as the bar code(s) or price tag(s) of the original products.&lt;br /&gt; &lt;b&gt;4/ Send&lt;/b&gt;, within 15 days of purchase, to the following address:&lt;br /&gt;"	"&lt;b&gt;2/ Plotësoni&lt;/b&gt;  formularin më poshtë.&lt;br /&gt; &lt;b&gt;3/ Bashkëngjitini&lt;/b&gt; një kopje të faturës si edhe të kodit(eve) të vizuar ose etiketës(ave) së çmimit të produkteve origjinale.&lt;br /&gt; &lt;b&gt;4/ Dërgojini&lt;/b&gt; brenda 15 ditësh nga blerja në adresën e mëposhtme:&lt;br /&gt;"	"R466_stimulus_section2_569170aa1bc979.78367482_0"	"PISA_sqi-KSV_REA_R466-WorkRight_en18_MS2022.xlf"
"4245"	"Question"	"Pyetje"	"R562_question04_q04itemTitle_56fc783b43af26.64213643_1_0"	"PISA_sqi-KSV_REA_R562-OpeningNight_en18_MS2022.xlf"
"3776"	"Click on a choice to answer the question."	"Kliko një alternativë për t’iu përgjigjur pyetjes."	"R559_question05_q05itemDirections_56fc783b2928b3.13861690_1_0"	"PISA_sqi-KSV_REA_R559-NaliniNadkarni_en18_MS2022.xlf"
"1639"	"Question"	"Pyetje"	"R543_question5_itemTitle_56fc782139ab53.82157060_1_0"	"PISA_sqi-KSV_REA_R543-Nobel_en18_MS2022.xlf"
"1339"	"Introduction"	"Hyrje"	"R542_question00_q00itemTitle_56fc7821059086.53518590_1_0"	"PISA_sqi-KSV_REA_R542-BulletinBoard_en18_MS2022.xlf"
"2309"	"Zedtown High’s favourite fiction genres of books"	"Zhanret më të preferuara të letërsisë artistike të librave për Shkollën e Mesme Zedtown"	"R547_question10_chartTitle_56fc782e14aac4.83822508_0"	"PISA_sqi-KSV_REA_R547-BookSurvey_en18_MS2022.xlf"
"1416"	"Question"	"Pyetje"	"Q03R542_question_Q03itemTitle_56fc7821094da6.50117016_1_0"	"PISA_sqi-KSV_REA_R542-BulletinBoard_en18_MS2022.xlf"
"4319"	"ZEDTOWN YOUTH MAGAZINE"	"REVISTA RINORE NË ZEDTOWN"	"R563-stimulus-communtity_news-h1_56fc786b34c693.03457713_0"	"PISA_sqi-KSV_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"5201"	"Click on either &lt;b&gt;True&lt;/b&gt; or &lt;b&gt;False&lt;/b&gt; for each statement."	"Kliko ose tek  &lt;b&gt;E Vërtetë&lt;/b&gt; ose &lt;b&gt;E Gabuar&lt;/b&gt; për secilën thënie."	"R567_question05_q05p1_56fc787910f162.59215709_1_0"	"PISA_sqi-KSV_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"5778"	"Click on a choice and then type an explanation to answer the question."	"Kliko një alternativë dhe pastaj shtyp një shpjegim për t’iu përgjigjur pyetjes."	"q7R569_question_q7itemDirections_56fc7879565396.04415883_1_0"	"PISA_sqi-KSV_REA_R569-TheCleanup_en18_MS2022.xlf"
"3953"	"Introduction"	"Hyrje"	"q00abody_itemTitle00_56fc784a8202e8.20275697_1_0"	"PISA_sqi-KSV_REA_R560-GarbagePatch_en18_MS2022.xlf"
"5491"	"Click on a choice to answer the question."	"Kliko një alternativë për t'iu përgjijgur pyetjes."	"R568_question03_q03itemDirections_56fc784aa61dd0.11236281_1_0"	"PISA_sqi-KSV_REA_R568-SpaceDebris_en18_MS2022.xlf"
"4116"	"Use drag and drop to answer the question."	"Përdor tërhiq dhe lësho për t’iu përgjigjur pyetjes."	"R561_question05_q05itemDirections_56fc785d2dbd00.55276440_1_0"	"PISA_sqi-KSV_REA_R561-OlympicFlag_en18_MS2022.xlf"
"4289"	"About Us"	"Për ne"	"R563-stimulus-about_stimulus_about_5_56fc786b3201a8.65325622_0"	"PISA_sqi-KSV_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"4941"	"Read the information below."	"Lexo informatën më poshtë."	"q00b-body_q00b-itemDirections_56fc786b7c7802.60907040_0_0"	"PISA_sqi-KSV_REA_R566-SkelligRocks_en18_MS2022.xlf"
"4265"	"Question"	"Pyetje"	"R562_question06_q06itemTitle_56fc783b465787.29101936_1_0"	"PISA_sqi-KSV_REA_R562-OpeningNight_en18_MS2022.xlf"
"4081"	"Click on a choice to answer the question."	"Kliko një alternativë për t’u përgjigjur pyetjes."	"R561_question03_q03itemDirections_56fc785d2a1ae0.05518128_1_0"	"PISA_sqi-KSV_REA_R561-OlympicFlag_en18_MS2022.xlf"
"5962"	"Click on a choice to answer the question."	"Kliko një alternativë për t'iu përgjigjur pyetjes."	"R570_question06_q06itemDirections_56fc78797f34f1.87101971_1_0"	"PISA_sqi-KSV_REA_R570-TheFavour_en18_MS2022.xlf"
"2308"	"Each nominated book must cost less than 25 zeds"	"Çdo libër i propozuar duhet të kushtojë më pak se 25 zeds."	"R547_question10_q10l1i4_56fc782e14a4a6.26695589_0"	"PISA_sqi-KSV_REA_R547-BookSurvey_en18_MS2022.xlf"
"2510"	"Click on a choice to answer the question."	"Kliko një altenativë për t'iu përgjigjur pyetjes."	"R549_question07_q07itemDirections_56fc786ad40030.43832098_1_0"	"PISA_sqi-KSV_REA_R549-MessageInABottle_en18_MS2022.xlf"
"3551"	"&lt;i&gt;Read the information below."	"&lt;i&gt;Lexo informatën e mëposhtme."	"question00b_1_itemDirections00_56fc786b079021.97854133_0_0"	"PISA_sqi-KSV_REA_R558-MicrowaveOvens_en18_MS2022.xlf"
"5948"	"Click on a choice to answer the question."	"Kliko një alternativë për t'iu përgjigjur pyetjes."	"R570_question05_q05itemDirections_56fc78797d7529.74542919_1_0"	"PISA_sqi-KSV_REA_R570-TheFavour_en18_MS2022.xlf"
"4373"	"A PUBLICATION OF ZEDTOWN HIGH SCHOOL"	"BOTIM I SHKOLLËS SË MESME NË ZEDTOWN"	"R563-stimulus-communtity_news-caption_56fc786b37ee87.31803491_0"	"PISA_sqi-KSV_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"3942"	"Click on a choice to answer the question."	"Kliko një alternativë për t’iu përgjigjur pyetjes."	"R560_question07_q07itemDirections_56fc784a80bb23.32450086_1_0"	"PISA_sqi-KSV_REA_R560-GarbagePatch_en18_MS2022.xlf"
"4789"	"Give one example."	"Jep  një shembull."	"R565_question4_q04p2_56fc785d5dbe67.20096851_0"	"PISA_sqi-KSV_REA_R565-SittingDisease_en18_MS2022.xlf"
"1586"	"Question"	"Pyetje"	"R543_question10_itemTitle_56fc782132ca97.65605159_1_0"	"PISA_sqi-KSV_REA_R543-Nobel_en18_MS2022.xlf"
"2425"	"Read the information below."	"Lexo informatën më poshtë."	"q00b-body_q00b-itemDirections_56fc786acb26b7.77035141_0_0"	"PISA_sqi-KSV_REA_R549-MessageInABottle_en18_MS2022.xlf"
"4159"	"Type your answer to the question."	"Shhtyp përgjigjen tënde për pyetjen."	"R561_question09_q09itemDirections_56fc785d33ecc7.05935368_1_0"	"PISA_sqi-KSV_REA_R561-OlympicFlag_en18_MS2022.xlf"
"4268"	"Click on a choice and then type an explanation to answer the question."	"Kliko një alternativë dhe pastaj shtyp një shpjegim për t’iu përgjigjur pyetjes."	"R562_question06_q06itemDirections_56fc783b465e44.74175451_1_0"	"PISA_sqi-KSV_REA_R562-OpeningNight_en18_MS2022.xlf"
"2433"	"Click on a choice to answer the question."	"Kliko një altenativë për t'iu përgjigjur pyetjes."	"R549_question01_q01itemDirections_56fc786acc1966.50302132_1_0"	"PISA_sqi-KSV_REA_R549-MessageInABottle_en18_MS2022.xlf"
"3430"	"&lt;i&gt;Refer to “Microlending Gone Wrong” on the right."	"&lt;i&gt;Referoju pjesës “Mikrokredia e Përdorur Keq” në të djathtë"	"R556_question9_itemDirections9_56fc783add6b18.78125777_0_0"	"PISA_sqi-KSV_REA_R556-Microlending_en18_MS2022.xlf"
"5476"	"True"	"E Vërtetë"	"R568_question02_q02tr1th2_56fc784aa47db9.34290218_0"	"PISA_sqi-KSV_REA_R568-SpaceDebris_en18_MS2022.xlf"
"5247"	"False"	"E Gabuar"	"R567_question08_q08tr1th3_56fc7879157fc1.91910008_0"	"PISA_sqi-KSV_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"3271"	"."	""	"Page2_stimulus_pg2p5_56fc783ab47fb7.46624248_0"	"PISA_sqi-KSV_REA_R556-Microlending_en18_MS2022.xlf"
"1186"	"Click on a choice to answer the question."	"Kliko një alternativë për t’iu përgjigjur pyetjes."	"Q02_question_Q02itemDirections_56fc7820cec301.21446774_1_0"	"PISA_sqi-KSV_REA_R541-Plastic_en18_MS2022.xlf"
"4991"	"Click on a choice to answer the question."	"Kliko një alternativë për t'iu përgjigjur pyetjes."	"R566_question04_q04itemDirections_56fc786b86c2c3.21174983_1_0"	"PISA_sqi-KSV_REA_R566-SkelligRocks_en18_MS2022.xlf"
"1775"	"Introduction"	"Hyrje"	"question0a_1_itemTitle00_56fc782164df60.33871605_1_0"	"PISA_sqi-KSV_REA_R544-Tesla_en18_MS2022.xlf"
"1564"	"Read the information below."	"Lexo informacionin më poshtë."	"question0b_1_itemDirections00_56fc7821309e26.00768085_0_0"	"PISA_sqi-KSV_REA_R543-Nobel_en18_MS2022.xlf"
"844"	"False"	"I rremë"	"R455_question_tr1th3_569170aa01fe91.19215998_0"	"PISA_sqi-KSV_REA_R455-ChocolateAndHealth_en18_MS2022.xlf"
"2832"	"Type your answer to the question."	"Shhtyp përgjigjen tënde për pyetjen."	"R550_question09_q09itemDirections_56fc785ced99f2.99132393_1_0"	"PISA_sqi-KSV_REA_R550-CliffPalace_en18_MS2022.xlf"
