"Segment"	"en-ZZ"	"lv-LV"	"ID"	"File"
"2246"	"&lt;b&gt;Book Survey&lt;/b&gt;"	"&lt;b&gt; Grāmatu aptauja&lt;/b&gt;"	"q00bbody_itemTitle00_56fc782e028a30.40910250_0"	"PISA_lav-LVA_REA_R547-BookSurvey_en18_MS2022.xlf"
"2080"	"&lt;b&gt;Machu Picchu&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;Makču Pikču &lt;/b&gt;&lt;br /&gt;"	"R545_question02_Q02itemTitle_56fc7821ac0763.17480802_0_0"	"PISA_lav-LVA_REA_R545-MachuPicchu_en18_MS2022.xlf"
"5652"	"&lt;b&gt;Space Debris&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;Kosmosa atkritumi &lt;/b&gt;&lt;br /&gt;"	"R568_question10_q10itemTitle_56fc784ab367b0.46687872_0_0"	"PISA_lav-LVA_REA_R568-SpaceDebris_en18_MS2022.xlf"
"894"	"True"	"Jā"	"R455_question_tr1th2_50d3703a90c003.02213002_0"	"PISA_lav-LVA_REA_R455-ChocolateAndHealth_en15_MS2022.xlf"
"4276"	"Then click on the NEXT arrow."	"tad noklikšķini uz bultiņas."	"q00body_q00itemDirections_56fc783b3f8a36.71119956_1_0"	"PISA_lav-LVA_REA_R562-OpeningNight_en18_MS2022.xlf"
"4300"	"&lt;b&gt;Opening Night&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;Pirmizrāde&lt;/b&gt;&lt;br /&gt;"	"R562_question03_q03itemTitle_56fc783b427b88.62517421_0_0"	"PISA_lav-LVA_REA_R562-OpeningNight_en18_MS2022.xlf"
"2379"	"Science Fiction&lt;br/&gt;11%"	"Zinātniskā fantastika &lt;br/&gt;11%"	"R547_question10_scifiLbl_56fc782e14b6f5.06976649_0"	"PISA_lav-LVA_REA_R547-BookSurvey_en18_MS2022.xlf"
"2799"	"Spring"	"Pavasarī"	"R550_question01_question01_3_56fc785cdd6460.09428460_0"	"PISA_lav-LVA_REA_R550-CliffPalace_en18_MS2022.xlf"
"2139"	"Refer to “Visit Majestic Machu Picchu” on the right."	"Izmanto informāciju &quot;Apmeklējiet majestātisko Maču Pikču&quot;, kas atrodas pa labi."	"R545_question02_Q07itemDirections_56fc7821b1ae23.99363686_0_0"	"PISA_lav-LVA_REA_R545-MachuPicchu_en18_MS2022.xlf"
"5646"	"Click on the NEXT arrow to read the webpage."	"Noklikšķini uz bultiņas, lai izlasītu vietni."	"q0a-body_q0a-p2_56fc784ab0c4f8.74675205_0"	"PISA_lav-LVA_REA_R568-SpaceDebris_en18_MS2022.xlf"
"4309"	"Click on a sentence in the story to answer the question."	"Atrodi stāstā teikumu, kas dod atbildi uz jautājumu, un noklikšķini uz tā."	"R562_question03_q03p3_56fc783b428b54.59101867_0"	"PISA_lav-LVA_REA_R562-OpeningNight_en18_MS2022.xlf"
"301"	"T"	"C"	"R219_stimulus_stimulus_7_50d36dababcc36.40255469_0"	"PISA_lav-LVA_REA_R219-Employment_en15_MS2022.xlf"
"1631"	"Then click on the NEXT arrow."	"tad noklikšķini uz bultiņas."	"question0b_1_itemDirections00_56fc7821309e26.00768085_1_0"	"PISA_lav-LVA_REA_R543-Nobel_en18_MS2022.xlf"
"5804"	"&lt;b&gt;The Cleanup&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt; Talka&lt;/b&gt;&lt;br /&gt;"	"q4R569_question_q04itemTitle_56fc787951e5f1.30552462_0_0"	"PISA_lav-LVA_REA_R569-TheCleanup_en18_MS2022.xlf"
"4167"	"True"	"Patiess"	"R561_question04_q04tr1th2_56fc785d2bc6f9.19184840_0"	"PISA_lav-LVA_REA_R561-OlympicFlag_en18_MS2022.xlf"
"1545"	"Tutors for All"	"Privātskolotāji visos priekšmetos"	"Q08R542_question_question8_6_56fc7821105e50.84474711_0"	"PISA_lav-LVA_REA_R542-BulletinBoard_en18_MS2022.xlf"
