"Segment"	"en-ZZ"	"ar-MA"	"ID"	"File"
"3795"	"Click on a choice to answer the question."	"انقر على أحد الاختيارات للإجابة عن السؤال."	"MA143_question04_q4itemDirections_5c9d2164c0e144.21102801_1_0"	"PISA_ara-MAR_MAT_MA143-WildBirdFood_en21_MS2022.xlf"
"1897"	"Question"	"سؤال"	"MA128_question2_q2itemTitle_5c9d214b32fc06.56328899_2_0"	"PISA_ara-MAR_MAT_MA123-SolarSystem_en21_MS2022.xlf"
"4727"	"50%"	"% 50"	"MA158_stimulus_r5c5_5c9d216579a840.16385707_0"	"PISA_ara-MAR_MAT_MA158-EyeColour_en21_MS2022.xlf"
"1539"	"Question"	"سؤال"	"MA120_question2_itemTitleQ02_5c9d214ae38325.25154297_2_0"	"PISA_ara-MAR_MAT_MA120-NumberCubes_en21_MS2022.xlf"
"4739"	"0%"	"% 0"	"MA158_stimulus_r7c5_5c9d216579bdf2.63524318_0"	"PISA_ara-MAR_MAT_MA158-EyeColour_en21_MS2022.xlf"
"1531"	"Click on a choice to answer the question."	"انقر على أحد الاختيارات للإجابة على السؤال."	"MA120_question1_itemDirections1_5c9d214ae25a25.45268216_1_0"	"PISA_ara-MAR_MAT_MA120-NumberCubes_en21_MS2022.xlf"
"1528"	"Question"	"سؤال"	"MA120_question1_itemTitle1_5c9d214ae25720.12685819_2_0"	"PISA_ara-MAR_MAT_MA120-NumberCubes_en21_MS2022.xlf"
"2565"	"Question"	"سؤال"	"MA130_question03_Q3itemTitle_5c9d214b7a70d6.94286923_2_0"	"PISA_ara-MAR_MAT_MA129-ShelvingUnit_en21_MS2022.xlf"
"1170"	"Read the introduction."	"اقرأ المقدمة"	"question0a_1_itemDirections00_5c9d214a819cf9.74104060_0_0"	"PISA_ara-MAR_MAT_MA114-Honey_en21_MS2022.xlf"
"3531"	"Question"	"سؤال"	"q1CMA138_question_q1itemTitle_5c9d2164836203.48430806_2_0"	"PISA_ara-MAR_MAT_MA138-ShoeSizes_en21_MS2022.xlf"
"956"	"To run this simulation, follow these steps:"	"لاستعمال هذه الآلة الحاسبة، اتبع الخطوات الآتية:"	"menu_1_aMenu_part1_p1_5c9d2136e90d65.41091853_0"	"PISA_ara-MAR_MAT_MA112-Metabolism_en21_MS2022.xlf"
"2213"	"Question"	"سؤال"	"MA126_question02_itemTitleQ02_5c9d214b5236f3.95213918_2_0"	"PISA_ara-MAR_MAT_MA126-Robot_en21_MS2022.xlf"
"3340"	"Click on a choice to answer the question."	"انقر على أحد الاختيارات للإجابة عن السؤال."	"q4CMA135_question_q4itemDirections_5c9d21645385f9.31439715_1_0"	"PISA_ara-MAR_MAT_MA135-ElectricBicycle_en21_MS2022.xlf"
"3616"	"Question"	"سؤال"	"MA140_question2_q2itemTitle_5c9d21649c7c98.20021014_2_0"	"PISA_ara-MAR_MAT_MA140-WalkToSchool_en21_MS2022.xlf"
"2351"	"Question"	"سؤال"	"Q3MA127_question_Q3itemTitle_5c9d214b6d40c4.91530485_2_0"	"PISA_ara-MAR_MAT_MA127-PredictingHeight_en21_MS2022.xlf"
"2746"	"Question"	"سؤال"	"MA130_question03_itemTitleQ03_5c9d214b8dfbd1.61254888_2_0"	"PISA_ara-MAR_MAT_MA130-SleepNReactionTime_en21_MS2022.xlf"
"4643"	"Question"	"سؤال"	"q1MA156_question_q1itemTitle_5c9d2165692f79.47194087_2_0"	"PISA_ara-MAR_MAT_MA156-Points_en21_MS2022.xlf"
"3235"	"Click on a choice to answer the question."	"انقر على أحد الاختيارات للإجابة عن السؤال."	"Q3MA134_question_Q3ItmDirP1Id_5c9d2164359530.23831900_1_0"	"PISA_ara-MAR_MAT_MA134-CarAndBicycleOwnership_en21_MS2022.xlf"
"3257"	"Question"	"سؤال"	"CMA135_question_q1itemTitle_5c9d21644eeaa6.65169122_2_0"	"PISA_ara-MAR_MAT_MA135-ElectricBicycle_en21_MS2022.xlf"
"3337"	"Question"	"سؤال"	"q4CMA135_question_41itemTitle_5c9d21645383b3.71488345_2_0"	"PISA_ara-MAR_MAT_MA135-ElectricBicycle_en21_MS2022.xlf"
"4094"	"Question"	"سؤال"	"MA147q2_question_q2itemTitle_5c9d216508b731.85950484_2_0"	"PISA_ara-MAR_MAT_MA147-AeroplaneTickets_en21_MS2022.xlf"
"4303"	"Question"	"سؤال"	"q3MA150_question_q3itemTitle_5c9d216539fb82.03285652_2_0"	"PISA_ara-MAR_MAT_MA150-TriangularPattern_en21_MS2022.xlf"
"4761"	"Question"	"سؤال"	"q2MA158_question_q2itemTitle_5c9d21657cae24.20802575_2_0"	"PISA_ara-MAR_MAT_MA158-EyeColour_en21_MS2022.xlf"
"1779"	"Question"	"سؤال"	"MA118_question01_q01itemTitle_5c9d214b02b119.48412571_2_0"	"PISA_ara-MAR_MAT_MA121-MobilePhoneReviews_en21_MS2022.xlf"
"1782"	"Using the number keys, type your answer to the question."	"باستعمال لوحة مفاتيح الأرقام، اكتب إجابتك على السؤال."	"MA118_question01_q01itemDirections_5c9d214b02b426.25463544_1_0"	"PISA_ara-MAR_MAT_MA121-MobilePhoneReviews_en21_MS2022.xlf"
"3453"	"Question"	"سؤال"	"q2CMA137_question_q2itemTitle_5c9d2164708f78.21708579_2_0"	"PISA_ara-MAR_MAT_MA137-FootballTournament_en21_MS2022.xlf"
"1215"	"Question"	"سؤال"	"MA114_question4_itemTitle4_5c9d214a85ebd3.03892791_2_0"	"PISA_ara-MAR_MAT_MA114-Honey_en21_MS2022.xlf"
"1949"	"Click on a choice to answer the question."	"انقر على أحد الاختيارات للإجابة على السؤال."	"MA124_question1_itemDirections1_5c9d214b402246.10061217_1_0"	"PISA_ara-MAR_MAT_MA124-ZedlandTopography_en21_MS2022.xlf"
"744"	"Click on a choice to answer the question."	"انقر على أحد الاختيارات للإجابة على السؤال."	"Q2M110_question_Q2itemDirections_5c9d214a4ad912.55794775_1_0"	"PISA_ara-MAR_MAT_MA110-HeadphoneOrder_en21_MS2022.xlf"
"733"	"Click on a choice to answer the question."	"انقر على أحد الاختيارات للإجابة على السؤال."	"Q1M110_question_Q1itemDirections_5c9d214a49be54.59438497_1_0"	"PISA_ara-MAR_MAT_MA110-HeadphoneOrder_en21_MS2022.xlf"
"4741"	"50%"	"% 50"	"MA158_stimulus_r7c7_5c9d216579c0f6.18614827_0"	"PISA_ara-MAR_MAT_MA158-EyeColour_en21_MS2022.xlf"
"3272"	"Question"	"سؤال"	"q2CMA135_question_q2itemTitle_5c9d2164502d30.19557263_2_0"	"PISA_ara-MAR_MAT_MA135-ElectricBicycle_en21_MS2022.xlf"
"1330"	"Question"	"سؤال"	"MA116_question2_itemTitle2_5c9d214a9b0cd7.86131726_2_0"	"PISA_ara-MAR_MAT_MA116-InternationalSchool_en21_MS2022.xlf"
"2919"	"Question"	"سؤال"	"Q1MA131_question_Q1itemTitle_5c9d214bb45da4.70335306_2_0"	"PISA_ara-MAR_MAT_MA132-WaterTemperature_en21_MS2022.xlf"
"2787"	"Question"	"سؤال"	"MA131_question1_q1itemTitle_5c9d214ba1ea31.77102937_2_0"	"PISA_ara-MAR_MAT_MA131-TravellingByTrain_en21_MS2022.xlf"
"3284"	"Question"	"سؤال"	"CMA135_question3_q3itemTitle_5c9d216451cb82.59585536_2_0"	"PISA_ara-MAR_MAT_MA135-ElectricBicycle_en21_MS2022.xlf"
"2297"	"Question"	"سؤال"	"MA126_question04_itemTitleQ04_5c9d214b568121.99263312_2_0"	"PISA_ara-MAR_MAT_MA126-Robot_en21_MS2022.xlf"
"3938"	"Click on a choice to answer the question."	"انقر على أحد الاختيارات للإجابة عن السؤال."	"MA145_question1_q1itemDirections_5c9d2164dfb137.21186139_1_0"	"PISA_ara-MAR_MAT_MA145-Shadows_en21_MS2022.xlf"
"1946"	"Question"	"سؤال"	"MA124_question1_itemTitle1_5c9d214b401ce7.25420333_2_0"	"PISA_ara-MAR_MAT_MA124-ZedlandTopography_en21_MS2022.xlf"
