"Segment"	"en-ZZ"	"ar-AE"	"ID"	"File"
"2058"	"Then click on the NEXT arrow."	"ثم انقر على زر &quot;التالي&quot;."	"R545_question00_q00itemDirections_56fc7821a9d332.06999644_1_0"	"PISA_ara-ARE_REA_R545-MachuPicchu_en18_MS2022.xlf"
"638"	"Click on &lt;b&gt;2&lt;/b&gt; to look at page &lt;b&gt;2&lt;/b&gt;."	"انقر على &lt;b&gt;2&lt;/b&gt; لتنظر إلى الصفحة&lt;b&gt;2&lt;/b&gt;."	"R404_question_introBullet2_50d37a3f7b5794.65889115_0"	"PISA_ara-ARE_REA_R404-Sleep_en15_MS2022.xlf"
"3660"	"Click on a choice to answer the question.&lt;/i&gt;"	"ثم انقر على أحد الخيارات للإجابة عن  السؤال.&lt;/i&gt;"	"R558_question_itemDirections_56fc786b0b1541.82805878_1_0"	"PISA_ara-ARE_REA_R558-MicrowaveOvens_en18_MS2022.xlf"
"1622"	"Introduction"	"مقدمة"	"question0a_1_itemTitle00_56fc78212fb5e6.04639324_1_0"	"PISA_ara-ARE_REA_R543-Nobel_en18_MS2022.xlf"
"2561"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة عن السؤال."	"R549_question06_q06itemDirections_56fc786ad2b6d6.09014130_1_0"	"PISA_ara-ARE_REA_R549-MessageInABottle_en18_MS2022.xlf"
"3538"	"Type your answer to the question.&lt;/i&gt;"	"ثم اكتب إجابتك عن السؤال&lt;/i&gt;."	"R556_question11_itemDirections_56fc783ae151e7.17163175_1_0"	"PISA_ara-ARE_REA_R556-Microlending_en18_MS2022.xlf"
"2527"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة عن السؤال."	"R549_question03_q03itemDirections_56fc786ace3d99.90483432_1_0"	"PISA_ara-ARE_REA_R549-MessageInABottle_en18_MS2022.xlf"
"2710"	"Dedicated to the preservation of this important landmark"	"مخصص للحفاظ على هذا المَعلَم المهم"	"R550_general_info_general-tagline_56fc785ccd8013.79800961_0"	"PISA_ara-ARE_REA_R550-CliffPalace_en18_MS2022.xlf"
"1069"	"Between £150 and £299.99&lt;br /&gt;"	"بين 1500 و2999.99 درهم&lt;br /&gt;"	"R466_stimulus_sect3left_50d37b1428f785.57016948_0"	"PISA_ara-ARE_REA_R466-WorkRight_en15_MS2022.xlf"
"3483"	"Click on a choice to answer the question.&lt;/i&gt;"	"ثم انقر على أحد الخيارات للإجابة عن السؤال.&lt;/i&gt;"	"R556_question8_itemDirections_56fc783adbd281.82516807_1_0"	"PISA_ara-ARE_REA_R556-Microlending_en18_MS2022.xlf"
"4309"	"Click on a sentence in the story to answer the question."	"انقر على جملة واردة في القصة للإجابة عن السؤال."	"R562_question03_q03p3_56fc783b428b54.59101867_0"	"PISA_ara-ARE_REA_R562-OpeningNight_en18_MS2022.xlf"
"4334"	"Click on a choice and then type an explanation to answer the question."	"انقر على أحد الخيارات ثم اكتب شرحاً للإجابة عن السؤال."	"R562_question06_q06itemDirections_56fc783b465e44.74175451_1_0"	"PISA_ara-ARE_REA_R562-OpeningNight_en18_MS2022.xlf"
"6043"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة عن السؤال."	"R570_question07_q07itemDirections_56fc787980d0d7.70659870_1_0"	"PISA_ara-ARE_REA_R570-TheFavour_en18_MS2022.xlf"
"2862"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة عن السؤال."	"R550_question06_q06itemDirections_56fc785ce7bab6.58395989_1_0"	"PISA_ara-ARE_REA_R550-CliffPalace_en18_MS2022.xlf"
"4167"	"True"	"صحيحة"	"R561_question04_q04tr1th2_56fc785d2bc6f9.19184840_0"	"PISA_ara-ARE_REA_R561-OlympicFlag_en18_MS2022.xlf"
"1051"	"&lt;b&gt;10 Years £100 offer&lt;br /&gt; Sogec Management&lt;br /&gt; 41 Shore Rd, Pittville&lt;br /&gt; Hampshire, PI15 9SA&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;عرض الـ1000 درهم ورك رايت البالغة 10 سنوات.&lt;br /&gt; الإدارة&lt;br /&gt;شارع خالد بن الوليد 41 &lt;br /&gt; صندوق البريد 2323 &lt;br /&gt;&gt;دبي &lt;br /&gt; الأمارات &lt;br /&gt; &lt;br /&gt;&lt;/b&gt;"	"R466_stimulus_line5b_50d37b1428a7b2.99478543_0"	"PISA_ara-ARE_REA_R466-WorkRight_en15_MS2022.xlf"
"4832"	"Type your answer to the question.&lt;/i&gt;"	"ثم اكتب إجابتك عن السؤال&lt;/i&gt;."	"R565_question2_itemDirections_56fc785d5accf1.97912779_1_0"	"PISA_ara-ARE_REA_R565-SittingDisease_en18_MS2022.xlf"
"6058"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة عن السؤال."	"R570_question08_q08itemDirections_56fc787985fd79.79010288_1_0"	"PISA_ara-ARE_REA_R570-TheFavour_en18_MS2022.xlf"
"2485"	"Read the Introduction."	"اقرأ المقدمة."	"q00a-body_q00a-itemDirections_56fc786aca1045.24770633_0_0"	"PISA_ara-ARE_REA_R549-MessageInABottle_en18_MS2022.xlf"
"4567"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة عن السؤال."	"R563_question06_q06itemDirections_56fc786b45cd07.83714228_1_0"	"PISA_ara-ARE_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"2783"	"Introduction"	"مقدمة"	"q00body_itemTitle00_56fc785cdb6ca4.00675370_1_0"	"PISA_ara-ARE_REA_R550-CliffPalace_en18_MS2022.xlf"
"2427"	"Graphic Novel"	"روايات مصوّرة"	"R547_question10_q10t2r7c2_56fc782e158fe8.95342582_0"	"PISA_ara-ARE_REA_R547-BookSurvey_en18_MS2022.xlf"
"5738"	"Introduction"	"مقدمة"	"q00a-body_itemTitle00a_56fc78794b5049.42476770_1_0"	"PISA_ara-ARE_REA_R569-TheCleanup_en18_MS2022.xlf"
"4320"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة عن السؤال."	"R562_question05_q05itemDirections_56fc783b44e892.36199768_1_0"	"PISA_ara-ARE_REA_R562-OpeningNight_en18_MS2022.xlf"
"3017"	"Introduction"	"مقدمة"	"q00a-body_itemTitle00a_56fd79425c78a8.61278743_1_0"	"PISA_ara-ARE_REA_R552-FestiRock_en18_MS2022.xlf"
"1631"	"Then click on the NEXT arrow."	"ثم انقر على زر &quot;التالي&quot;."	"question0b_1_itemDirections00_56fc7821309e26.00768085_1_0"	"PISA_ara-ARE_REA_R543-Nobel_en18_MS2022.xlf"
"4944"	"Website"	"الموقع الإلكتروني"	"R566_Stimulus04_stimulus4_6_56fc786b7611d9.06257189_0"	"PISA_ara-ARE_REA_R566-SkelligRocks_en18_MS2022.xlf"
"4536"	"Click on a choice to answer the question."	"ثم انقر على أحد الخيارات للإجابة عن السؤال."	"R563_question04_q04itemDirections_56fc786b4263f7.31451763_1_0"	"PISA_ara-ARE_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
