"Segment"	"en-ZZ"	"ka-GE"	"ID"	"File"
"2447"	"Click on a choice to answer the question."	"შეკითხვაზე პასუხის გასაცემად, დააწკაპუნეთ სასურველ ვარიანტზე.&lt;/i&gt;"	"R549_question02_q02itemDirections_56fc786acd2da2.66365134_1_0"	"PISA_geo-GEO_REA_R549-MessageInABottle_en18_MS2022.xlf"
"1200"	"Click on a choice to answer the question."	"შეკითხვაზე პასუხის გასაცემად, დააწკაპუნეთ სასურველ ვარიანტზე.&lt;/i&gt;"	"Q03_question_Q03itemDirections_56fc7820d02020.47983670_1_0"	"PISA_geo-GEO_REA_R541-Plastic_en18_MS2022.xlf"
"2060"	"Click on a choice to answer the question."	"შეკითხვაზე პასუხის გასაცემად, დააწკაპუნეთ სასურველ ვარიანტზე.&lt;/i&gt;"	"R545_question02_Q06itemDirections_56fc7821b05912.78337269_1_0"	"PISA_geo-GEO_REA_R545-MachuPicchu_en18_MS2022.xlf"
"4486"	"Click on a choice to answer the question."	"შეკითხვაზე პასუხის გასაცემად, დააწკაპუნეთ სასურველ ვარიანტზე.&lt;/i&gt;"	"R563_question05_q05itemDirections_56fc786b43f8f6.16712887_1_0"	"PISA_geo-GEO_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"4650"	"Click on a choice to answer the question."	"შეკითხვაზე პასუხის გასაცემად, დააწკაპუნეთ სასურველ ვარიანტზე.&lt;/i&gt;"	"R564_question04_q04itemDirections_56fc783b5f9314.54350838_1_0"	"PISA_geo-GEO_REA_R564-SebastiaoSalgado_en18_MS2022.xlf"
"3748"	"Click on a choice to answer the question."	"შეკითხვაზე პასუხის გასაცემად, დააწკაპუნეთ სასურველ ვარიანტზე.&lt;/i&gt;"	"R559_question03_q03itemDirections_56fc783b26ca61.80059891_1_0"	"PISA_geo-GEO_REA_R559-NaliniNadkarni_en18_MS2022.xlf"
"5401"	"Image Credit: NASA"	"სურათი მოწოდებულია NASA-ს მიერ"	"page2_stimulus_stimulusTab1_3_56fc784aa14495.49572288_1_0"	"PISA_geo-GEO_REA_R568-SpaceDebris_en18_MS2022.xlf"
"4977"	"Click on a choice to answer the question."	"შეკითხვაზე პასუხის გასაცემად, დააწკაპუნეთ სასურველ ვარიანტზე.&lt;/i&gt;"	"R566_question03_q03itemDirections_56fc786b848714.63479915_1_0"	"PISA_geo-GEO_REA_R566-SkelligRocks_en18_MS2022.xlf"
"5728"	"Click on a choice to answer the question."	"შეკითხვაზე პასუხის გასაცემად, დააწკაპუნეთ სასურველ ვარიანტზე.&lt;/i&gt;"	"q3R569_question_q03itemDirections_56fc7879509f05.07375639_1_0"	"PISA_geo-GEO_REA_R569-TheCleanup_en18_MS2022.xlf"
"5760"	"Football Field"	"ფეხბურთის მოედანზე"	"q5R569_question_question05_5_56fc7879535569.34262971_0"	"PISA_geo-GEO_REA_R569-TheCleanup_en18_MS2022.xlf"
"4597"	"Read the Introduction."	"წაიკითხეთ შესავალი,"	"q00body_q00itemDirections_56fc783b5aea95.72363860_0_0"	"PISA_geo-GEO_REA_R564-SebastiaoSalgado_en18_MS2022.xlf"
"4247"	"Refer to “Opening Night” on the right."	"გამოიყენეთ  მარჯვნივ მოცემული ტექსტი „პრემიერა.“"	"R562_question04_q04itemDirections_56fc783b43b603.36272366_0_0"	"PISA_geo-GEO_REA_R562-OpeningNight_en18_MS2022.xlf"
"5862"	"Read the information below."	"&lt;i&gt;წაიკითხეთ ქვემოთ მოცემული ინფორმაცია."	"q00b-body_q00b-itemDirections_56fc787975ae90.73732058_0_0"	"PISA_geo-GEO_REA_R570-TheFavour_en18_MS2022.xlf"
"4268"	"Click on a choice and then type an explanation to answer the question."	"შეკითხვაზე პასუხის გასაცემად, დააწკაპუნეთ სასურველ ვარიანტზე და შემდეგ ჩაწერეთ თქვენი პასუხის დასაბუთება."	"R562_question06_q06itemDirections_56fc783b465e44.74175451_1_0"	"PISA_geo-GEO_REA_R562-OpeningNight_en18_MS2022.xlf"
"5709"	"Use drag and drop to answer the question."	"შეკითხვაზე პასუხის გასაცემად, აიღეთ და ჩააგდეთ წინადადებები."	"q2R569_question_q02itemDirections_56fc78794f33a1.24376468_1_0"	"PISA_geo-GEO_REA_R569-TheCleanup_en18_MS2022.xlf"
"5863"	"Then click on the NEXT arrow."	"შემდეგ დააწკაპუნეთ ისრიან ღილაკზე &lt;b&gt;შემდეგი.&lt;/b&gt;&lt;br /&gt;&lt;/i&gt;"	"q00b-body_q00b-itemDirections_56fc787975ae90.73732058_1_0"	"PISA_geo-GEO_REA_R570-TheFavour_en18_MS2022.xlf"
"1460"	"Click on a choice to answer the question."	"შეკითხვაზე პასუხის გასაცემად, დააწკაპუნეთ სასურველ ვარიანტზე.&lt;/i&gt;"	"Q08R542_question_Q08itemDirections_56fc78211030b8.65907280_1_0"	"PISA_geo-GEO_REA_R542-BulletinBoard_en18_MS2022.xlf"
"4853"	"Newspaper Article"	"საგაზეთო სტატია"	"R566_Stimulus01_stimulus1_4_56fc786b72cd07.38862724_0"	"PISA_geo-GEO_REA_R566-SkelligRocks_en18_MS2022.xlf"
"288"	"PHONE"	"ტელ:."	"R219_stimulus_sect4Line2span3_56c6ed009a3791.85641894_0"	"PISA_geo-GEO_REA_R219-Employment_en18_MS2022.xlf"
"2475"	"Type your answer to the question."	"ჩაწერეთ თქვენი პასუხი შეკითხვაზე&lt;/i&gt;."	"R549_question04_q04itemDirections_56fc786ad05882.39043317_1_0"	"PISA_geo-GEO_REA_R549-MessageInABottle_en18_MS2022.xlf"
"5695"	"Click on a choice to answer the question."	"შეკითხვაზე პასუხის გასაცემად, დააწკაპუნეთ სასურველ ვარიანტზე.&lt;/i&gt;"	"q1R569_question_q01itemDirections_56fc78794dc632.42190211_1_0"	"PISA_geo-GEO_REA_R569-TheCleanup_en18_MS2022.xlf"
"2547"	"Click on the choices in the table to answer the question."	"შეკითხვაზე პასუხის გასაცემად, დააწკაპუნეთ ცხრილში მოცემულ სასურველ ვარიანტებზე.&lt;/i&gt;"	"R549_question09_q09itemDirections_56fc786ad73fc8.62615218_1_0"	"PISA_geo-GEO_REA_R549-MessageInABottle_en18_MS2022.xlf"
"2831"	"Refer to the different webpages of the website on the right."	"გამოიყენეთ მარჯვნივ მოცემული ვებგვერდის სხვადასხვა გვერდი."	"R550_question09_q09itemDirections_56fc785ced99f2.99132393_0_0"	"PISA_geo-GEO_REA_R550-CliffPalace_en18_MS2022.xlf"
"5556"	"Click on a choice to answer the question."	"შეკითხვაზე პასუხის გასაცემად, დააწკაპუნეთ სასურველ ვარიანტზე."	"R568_question08_q08itemDirections_56fc784aadc160.19925657_1_0"	"PISA_geo-GEO_REA_R568-SpaceDebris_en18_MS2022.xlf"
"5992"	"Click on a choice to answer the question."	"შეკითხვაზე პასუხის გასაცემად, დააწკაპუნეთ სასურველ ვარიანტზე.&lt;/i&gt;"	"R570_question08_q08itemDirections_56fc787985fd79.79010288_1_0"	"PISA_geo-GEO_REA_R570-TheFavour_en18_MS2022.xlf"
"2618"	"Home"	"მთავარი გვერდი"	"R550_cliff_palace_cp_l1_56fc785ccaeae5.87924992_0"	"PISA_geo-GEO_REA_R550-CliffPalace_en18_MS2022.xlf"
"5185"	"Click on a choice to answer the question."	"შეკითხვაზე პასუხის გასაცემად, დააწკაპუნეთ სასურველ ვარიანტზე.&lt;/i&gt;"	"R567_question04_q04itemDirections_56fc78790f8a73.23597526_1_0"	"PISA_geo-GEO_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"2569"	"Type your answer to the question."	"ჩაწერეთ თქვენი პასუხი შეკითხვაზე&lt;/i&gt;."	"R549_question10_q10itemDirections_56fc786ad94ab3.52290992_1_0"	"PISA_geo-GEO_REA_R549-MessageInABottle_en18_MS2022.xlf"
"5365"	"Web Search"	"ონლაინ ძიება"	"R568_stimulus1_pg01h1_56fc784a9d2fe7.94994728_0"	"PISA_geo-GEO_REA_R568-SpaceDebris_en18_MS2022.xlf"
"5320"	"Then click on the NEXT arrow."	"შემდეგ დააწკაპუნეთ ისრიან ღილაკზე &lt;b&gt;შემდეგი.&lt;/b&gt; &lt;/i&gt;"	"q0b-body_q0b-itemDirections_56fc78791b8ef9.93560623_1_0"	"PISA_geo-GEO_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"2549"	"Click on either &lt;b&gt;Yes&lt;/b&gt; or &lt;b&gt;No&lt;/b&gt; for each statement."	"ყოველი დებულებისთვის დააწკაპუნეთ &lt;b&gt;დიახ&lt;/b&gt; ან &lt;b&gt;არა&lt;/b&gt;."	"R549_question09_q09p1_56fc786ad74676.94123719_1_0"	"PISA_geo-GEO_REA_R549-MessageInABottle_en18_MS2022.xlf"
"4500"	"Refer to the different webpages of the website on the right."	"გამოიყენეთ მარჯვნივ მოცემული ვებგვერდის სხვადასხვა გვერდი."	"R563_question06_q06itemDirections_56fc786b45cd07.83714228_0_0"	"PISA_geo-GEO_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"2781"	"Click on a choice to answer the question."	"შეკითხვაზე  პასუხის გასაცემად, დააწკაპუნეთ სასურველ ვარიანტზე.&lt;/i&gt;"	"R550_question05_q05itemDirections_56fc785ce59224.28868554_1_0"	"PISA_geo-GEO_REA_R550-CliffPalace_en18_MS2022.xlf"
"4081"	"Click on a choice to answer the question."	"შეკითხვაზე პასუხის გასაცემად, დააწკაპუნეთ სასურველ ვარიანტზე."	"R561_question03_q03itemDirections_56fc785d2a1ae0.05518128_1_0"	"PISA_geo-GEO_REA_R561-OlympicFlag_en18_MS2022.xlf"
"3161"	"Click on a choice to answer the question."	"შეკითხვაზე პასუხის გასაცემად, დააწკაპუნეთ სასურველ ვარიანტზე."	"R553_question01_q01itemDirections_56fc784a5c0894.93353663_1_0"	"PISA_geo-GEO_REA_R553-HealthForum_en18_MS2022.xlf"
"521"	"Then click on the NEXT arrow to view the first question."	"პირველი შეკითხვის სანახავად, დააწკაპუნეთ ისრიან ღილაკზე  &lt;b&gt;შემდეგი&lt;/b&gt;."	"R220_question_introBullet3_56c6ed00abc3f8.15948703_0"	"PISA_geo-GEO_REA_R220-SouthPole_en18_MS2022.xlf"
"3152"	"Then click on the NEXT arrow.&lt;/i&gt;"	"შემდეგ დააწკაპუნეთ ისრიან ღილაკზე  &lt;b&gt;შემდეგი.&lt;/b&gt;&lt;br /&gt;&lt;/i&gt;"	"question00b_1_itemDirections0b_56fc784a5b0b61.65001921_1_0"	"PISA_geo-GEO_REA_R553-HealthForum_en18_MS2022.xlf"
"1677"	"Yes"	"კი"	"R543_question7_tr1th2_56fc78213db213.10595276_0"	"PISA_geo-GEO_REA_R543-Nobel_en18_MS2022.xlf"
"2426"	"Then click on the NEXT arrow."	"შემდეგ დააწკაპუნეთ ისრიან ღილაკზე &lt;b&gt;შემდეგი.&lt;/b&gt;&lt;br /&gt;"	"q00b-body_q00b-itemDirections_56fc786acb26b7.77035141_1_0"	"PISA_geo-GEO_REA_R549-MessageInABottle_en18_MS2022.xlf"
"2018"	"Click on a choice to answer the question."	"შეკითხვაზე პასუხის გასაცემად, დააწკაპუნეთ სასურველ ვარიანტზე.&lt;/i&gt;"	"R545_question02_Q02itemDirections_56fc7821ac1062.96206955_1_0"	"PISA_geo-GEO_REA_R545-MachuPicchu_en18_MS2022.xlf"
"4566"	"Type your answers to the questions."	"ჩაწერეთ თქვენი პასუხები შეკითხვაზე."	"R563_question10_q10itemDirections_56fc786b4e31f5.41702157_1_0"	"PISA_geo-GEO_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"3185"	"&lt;b&gt;Teen Health Forum&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;მოზარდთა ჯანმრთელობის ფორუმი&lt;/b&gt; &lt;br /&gt;"	"R553_question_q03itemTitle_56fc784a5eb650.18801947_0_0"	"PISA_geo-GEO_REA_R553-HealthForum_en18_MS2022.xlf"
"4875"	"Newspaper Article"	"საგაზეთო სტატია"	"R566_Stimulus03_stimulus3_4_56fc786b74cf78.80226002_0"	"PISA_geo-GEO_REA_R566-SkelligRocks_en18_MS2022.xlf"
"4956"	"Click on one or more boxes to answer the question."	"&lt;i&gt;შეკითხვაზე პასუხის გასაცემად, დააწკაპუნეთ ერთ ან მეტ უჯრაზე.&lt;/i&gt;"	"R566_question01_q01itemDirections_56fc786b7efb09.20390208_1_0"	"PISA_geo-GEO_REA_R566-SkelligRocks_en18_MS2022.xlf"
"4942"	"Then click on the NEXT arrow."	"შემდეგ დააწკაპუნეთ ისრიან ღილაკზე &lt;b&gt;შემდეგი.&lt;/b&gt;&lt;br /&gt;"	"q00b-body_q00b-itemDirections_56fc786b7c7802.60907040_1_0"	"PISA_geo-GEO_REA_R566-SkelligRocks_en18_MS2022.xlf"
"3483"	"Web Search"	"ონლაინ ძიება"	"R558_stimulus3_spgh1_56fc786b02eed0.64758830_0"	"PISA_geo-GEO_REA_R558-MicrowaveOvens_en18_MS2022.xlf"
"5756"	"Click on a choice to answer the question."	"შეკითხვაზე პასუხის გასაცემად, დააწკაპუნეთ სასურველ ვარიანტზე.&lt;/i&gt;"	"q5R569_question_q05itemDirections_56fc78795345f0.48202417_1_0"	"PISA_geo-GEO_REA_R569-TheCleanup_en18_MS2022.xlf"
"5758"	"Benches"	"სკამებზე"	"q5R569_question_question05_3_56fc7879534d97.39141400_0"	"PISA_geo-GEO_REA_R569-TheCleanup_en18_MS2022.xlf"
"3004"	"Refer to the Volunteer Agreement on the right."	"გამოიყენეთ მარჯვნივ მოცემული ,,მოხალისეთა წესდება&quot;."	"R552_question04_q04itemDirections_56fd794262d177.81724264_0_0"	"PISA_geo-GEO_REA_R552-FestiRock_en18_MS2022.xlf"
"5759"	"Playground"	"სათამაშო მოედანზე"	"q5R569_question_question05_4_56fc7879535184.90433446_0"	"PISA_geo-GEO_REA_R569-TheCleanup_en18_MS2022.xlf"
"1946"	"&lt;i&gt;Refer to “Man of the Future” on the right."	"გამოიყენეთ მარჯვნივ მოცემული ტექსტი „მომავლის ადამიანი“."	"R544_question9_itemDirections_56fc782181a288.51990939_0_0"	"PISA_geo-GEO_REA_R544-Tesla_en18_MS2022.xlf"
"5242"	"Click on the choices in the table to answer the question."	"შეკითხვაზე პასუხის გასაცემად, დააწკაპუნეთ ცხრილში მოცემულ სასურველ ვარიანტებზე. &lt;/i&gt;"	"R567_question08_q08itemDirections_56fc78791571c6.14754122_1_0"	"PISA_geo-GEO_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"1926"	"&lt;i&gt;Refer to “A Spark of Genius” on the right."	"&lt;i&gt;გამოიყენეთ მარჯვნივ მოცემული ტექსტი „გენიის ნაპერწკალი“."	"R544_question6_itemDirections_56fc78217e75b4.12434036_0_0"	"PISA_geo-GEO_REA_R544-Tesla_en18_MS2022.xlf"
"2495"	"Click on a choice to answer the question."	"შეკითხვაზე პასუხის გასაცემად, დააწკაპუნეთ სასურველ ვარიანტზე.&lt;/i&gt;"	"R549_question06_q06itemDirections_56fc786ad2b6d6.09014130_1_0"	"PISA_geo-GEO_REA_R549-MessageInABottle_en18_MS2022.xlf"
"5201"	"Click on either &lt;b&gt;True&lt;/b&gt; or &lt;b&gt;False&lt;/b&gt; for each statement."	"დააწკაპუნეთ  &lt;b&gt;ჭეშმარიტი&lt;/b&gt; ან &lt;b&gt;მცდარი&lt;/b&gt; თითოეული დებულების გასწვრივ."	"R567_question05_q05p1_56fc787910f162.59215709_1_0"	"PISA_geo-GEO_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"1849"	"Click on the choices in the table to answer the question.&lt;/i&gt;"	"შეკითხვაზე პასუხის გასაცემად, დააწკაპუნეთ ცხრილში მოცემულ სასურველ ვარიანტზე 
.&lt;/i&gt;"	"R544_question13_itemDirections_56fc7821777325.89058352_1_0"	"PISA_geo-GEO_REA_R544-Tesla_en18_MS2022.xlf"
"3544"	"Then click on the NEXT arrow.&lt;/i&gt;"	"შემდეგ დააწკაპუნეთ ისრიან ღილაკზე &lt;b&gt;შემდეგი.&lt;/b&gt;&lt;br /&gt;&lt;/i&gt;"	"question00a_1_itemDirections00_56fc786b06b0d0.94993680_1_0"	"PISA_geo-GEO_REA_R558-MicrowaveOvens_en18_MS2022.xlf"
"2525"	"Click on the choices in the table to answer the question."	"შეკითხვაზე პასუხის გასაცემად, დააწკაპუნეთ ცხრილში მოცემულ სასურველ ვარიანტებზე."	"R549_question08_q08itemDirections_56fc786ad56205.34088832_1_0"	"PISA_geo-GEO_REA_R549-MessageInABottle_en18_MS2022.xlf"
"2687"	"Home"	"მთავარი გვერდი"	"R550_map_map_l1_56fc785cd177d9.30991384_0"	"PISA_geo-GEO_REA_R550-CliffPalace_en18_MS2022.xlf"
"2953"	"Then click on the NEXT arrow."	"შემდეგ დააწკაპუნეთ ისრიან ღილაკზე &lt;b&gt;შემდეგი.&lt;/b&gt;&lt;br /&gt;"	"q00a-body_q00a-itemDirections_56fd79425c7be5.80957375_1_0"	"PISA_geo-GEO_REA_R552-FestiRock_en18_MS2022.xlf"
