"Segment"	"en-ZZ"	"el-GR"	"ID"	"File"
"4182"	"Use drag and drop to answer the question."	"Χρησιμοποίησε τη λειτουργία «σύρε και άφησε», για να απαντήσεις στην ερώτηση &lt;/i&gt;"	"R561_question05_q05itemDirections_56fc785d2dbd00.55276440_1_0"	"PISA_ell-GRC_REA_R561-OlympicFlag_en18_MS2022.xlf"
"3957"	"Click on a choice to answer the question."	"Κάνε κλικ σε μια επιλογή, για να απαντήσεις στην ερώτηση.&lt;/i&gt;"	"R560_question04_q04itemDirections_56fc784a7c0426.30672562_1_0"	"PISA_ell-GRC_REA_R560-GarbagePatch_en18_MS2022.xlf"
"2101"	"Is the statement true or false?"	"Σύμφωνα με το φυλλάδιο, αυτή η πρόταση είναι σωστή ή λανθασμένη;"	"R545_question03_Q03tr1th1_56fc7821ad8e59.97792072_0"	"PISA_ell-GRC_REA_R545-MachuPicchu_en18_MS2022.xlf"
"3842"	"Click on a choice to answer the question."	"Κάνε κλικ σε μια επιλογή, για να απαντήσεις στην ερώτηση.&lt;/i&gt;"	"R559_question05_q05itemDirections_56fc783b2928b3.13861690_1_0"	"PISA_ell-GRC_REA_R559-NaliniNadkarni_en18_MS2022.xlf"
"2833"	"Click on a choice to answer the question."	"Κάνε κλικ σε μια επιλογή, για να απαντήσεις στην ερώτηση.&lt;/i&gt;"	"R550_question04_q04itemDirections_56fc785ce36323.12198026_1_0"	"PISA_ell-GRC_REA_R550-CliffPalace_en18_MS2022.xlf"
"1330"	"Click on a choice to answer the question."	"Κάνε κλικ σε μια επιλογή, για να απαντήσεις στην ερώτηση.&lt;/i&gt;"	"Q05_question_Q05itemDirections_56fc7820d65671.48215910_1_0"	"PISA_ell-GRC_REA_R541-Plastic_en18_MS2022.xlf"
"5928"	"Read the information below."	"&lt;i&gt;Να διαβάσεις τις παρακάτω πληροφορίες."	"q00b-body_q00b-itemDirections_56fc787975ae90.73732058_0_0"	"PISA_ell-GRC_REA_R570-TheFavour_en18_MS2022.xlf"
"2547"	"Click on a choice to answer the question."	"Κάνε κλικ σε μια επιλογή, για να απαντήσεις στην ερώτηση.&lt;/i&gt;"	"R549_question05_q05itemDirections_56fc786ad175f6.19547762_1_0"	"PISA_ell-GRC_REA_R549-MessageInABottle_en18_MS2022.xlf"
"5649"	"Then click on the NEXT arrow."	"Μετά κάνε κλικ στο βελάκι ΕΠΟΜΕΝΟ.&lt;/i&gt;"	"q0b-body_q0b-itemDirections_56fc784ab20015.89980695_1_0"	"PISA_ell-GRC_REA_R568-SpaceDebris_en18_MS2022.xlf"
"320"	"LOCATION"	"ΤΟΠΟΣ"	"R219_stimulus_sect4Line2span2_50c7b79509a197.94199594_0"	"PISA_ell-GRC_REA_R219-Employment_en15_MS2022.xlf"
"2615"	"Click on either &lt;b&gt;Yes&lt;/b&gt; or &lt;b&gt;No&lt;/b&gt; for each statement."	"Κάνε κλικ στο &lt;b&gt;Ναι&lt;/b&gt; ή  στο &lt;b&gt;Όχι&lt;/b/&gt; για κάθε πρόταση."	"R549_question09_q09p1_56fc786ad74676.94123719_1_0"	"PISA_ell-GRC_REA_R549-MessageInABottle_en18_MS2022.xlf"
"2862"	"Click on a choice to answer the question."	"Κάνε κλικ σε μια επιλογή, για να απαντήσεις στην ερώτηση.&lt;/i&gt;"	"R550_question06_q06itemDirections_56fc785ce7bab6.58395989_1_0"	"PISA_ell-GRC_REA_R550-CliffPalace_en18_MS2022.xlf"
"4112"	"Read the information below."	"&lt;i&gt;Να διαβάσεις τις παρακάτω πληροφορίες."	"q00b-body_q00b-p1_56fc785d264c41.70943658_0_0"	"PISA_ell-GRC_REA_R561-OlympicFlag_en18_MS2022.xlf"
"3943"	"Click on a choice to answer the question."	"Κάνε κλικ σε μια επιλογή, για να απαντήσεις στην ερώτηση.&lt;/i&gt;"	"R560_question03_q03itemDirections_56fc784a7ad263.50990820_1_0"	"PISA_ell-GRC_REA_R560-GarbagePatch_en18_MS2022.xlf"
"1977"	"Click on a choice to answer the question.&lt;/i&gt;"	"Κάνε κλικ σε μια επιλογή, για να απαντήσεις στην ερώτηση.&lt;/i&gt;"	"R544_question5_itemDirections_56fc78217cc282.26999608_1_0"	"PISA_ell-GRC_REA_R544-Tesla_en18_MS2022.xlf"
"4134"	"Type your answer to the question."	"Κάνε κλικ σε μια επιλογή και μετά πληκτρολόγησε μια εξήγηση, για να απαντήσεις στην ερώτηση.&lt;/i&gt;"	"R561_question02_q02itemDirections_56fc785d28cac5.31556981_1_0"	"PISA_ell-GRC_REA_R561-OlympicFlag_en18_MS2022.xlf"
"4445"	"News"	"Νέα"	"R563-stimulus-communtity_stimulus_culture_sports_3_56fc786b380134.34465128_0"	"PISA_ell-GRC_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"3057"	"Click on a choice to answer the question."	"Κάνε κλικ σε μια επιλογή, για να απαντήσεις στην ερώτηση.&lt;/i&gt;"	"R552_question03_q03itemDirections_56fd794260f3e6.11870453_1_0"	"PISA_ell-GRC_REA_R552-FestiRock_en18_MS2022.xlf"
"4105"	"Read the Introduction."	"&lt;i&gt;Να διαβάσεις την εισαγωγή."	"q00a-body_q00a-p1_56fc785d252639.73865870_0_0"	"PISA_ell-GRC_REA_R561-OlympicFlag_en18_MS2022.xlf"
"5644"	"Then click on the NEXT arrow."	"Μετά κάνε κλικ στο βελάκι ΕΠΟΜΕΝΟ.&lt;/i&gt;"	"q0a-body_q0a-itemDirections_56fc784ab0be40.63295573_1_0"	"PISA_ell-GRC_REA_R568-SpaceDebris_en18_MS2022.xlf"
"3483"	"Click on a choice to answer the question.&lt;/i&gt;"	"Κάνε κλικ σε μια επιλογή, για να απαντήσεις στην ερώτηση.&lt;/i&gt;"	"R556_question8_itemDirections_56fc783adbd281.82516807_1_0"	"PISA_ell-GRC_REA_R556-Microlending_en18_MS2022.xlf"
"5780"	"Location"	"Μέρος"	"q2R569_question_q02r1c2_56fc78794f4067.23543123_0"	"PISA_ell-GRC_REA_R569-TheCleanup_en18_MS2022.xlf"
"5825"	"Playground"	"Στην παιδική χαρά"	"q5R569_question_question05_4_56fc7879535184.90433446_0"	"PISA_ell-GRC_REA_R569-TheCleanup_en18_MS2022.xlf"
"3694"	"Click on a choice to answer the question.&lt;/i&gt;"	"Κάνε κλικ σε μια επιλογή, για να απαντήσεις στην ερώτηση.&lt;/i&gt;"	"R558_question6_itemDirections_56fc786b0f3f55.03223461_1_0"	"PISA_ell-GRC_REA_R558-MicrowaveOvens_en18_MS2022.xlf"
"3538"	"Type your answer to the question.&lt;/i&gt;"	"Πληκτρολόγησε την απάντησή σου στην ερώτηση. &lt;/i&gt;"	"R556_question11_itemDirections_56fc783ae151e7.17163175_1_0"	"PISA_ell-GRC_REA_R556-Microlending_en18_MS2022.xlf"
"5929"	"Then click on the NEXT arrow."	"Μετά κάνε κλικ στο βελάκι ΕΠΟΜΕΝΟ.&lt;/i&gt;"	"q00b-body_q00b-itemDirections_56fc787975ae90.73732058_1_0"	"PISA_ell-GRC_REA_R570-TheFavour_en18_MS2022.xlf"
"2800"	"Summer"	"Το καλοκαίρι"	"R550_question01_question01_4_56fc785cdd69d2.83330291_0"	"PISA_ell-GRC_REA_R550-CliffPalace_en18_MS2022.xlf"
"1041"	"WORK RIGHT"	"Το ΠΛΑΝΟ"	"R466_stimulus_stimulus2_1_50c7c95e0809c8.51021691_0"	"PISA_ell-GRC_REA_R466-WorkRight_en15_MS2022.xlf"
"5643"	"Read the information below."	"&lt;i&gt;Να διαβάσεις τις παρακάτω πληροφορίες."	"q0a-body_q0a-itemDirections_56fc784ab0be40.63295573_0_0"	"PISA_ell-GRC_REA_R568-SpaceDebris_en18_MS2022.xlf"
"2561"	"Click on a choice to answer the question."	"Κάνε κλικ σε μια επιλογή, για να απαντήσεις στην ερώτηση.&lt;/i&gt;"	"R549_question06_q06itemDirections_56fc786ad2b6d6.09014130_1_0"	"PISA_ell-GRC_REA_R549-MessageInABottle_en18_MS2022.xlf"
"2381"	"Historical&lt;br/&gt;10%"	"Ιστορικά μυθιστορήματα&lt;br/&gt;10%"	"R547_question10_historyLbl_56fc782e14bbe2.76514218_0"	"PISA_ell-GRC_REA_R547-BookSurvey_en18_MS2022.xlf"
"4457"	"Date"	"Ημερομηνία"	"R563-stimulus-communtity_stimulus_culture_sports_10_56fc786b382e91.01452399_0"	"PISA_ell-GRC_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"3454"	"Click on a choice to answer the question.&lt;/i&gt;"	"Κάνε κλικ σε μια επιλογή, για να απαντήσεις στην ερώτηση.&lt;/i&gt;"	"R556_question5_itemDirections_56fc783ac89735.55151724_1_0"	"PISA_ell-GRC_REA_R556-Microlending_en18_MS2022.xlf"
"5942"	"Click on the NEXT arrow to read the story."	"Κάνε κλικ στο βελάκι ΕΠΟΜΕΝΟ για να διαβάσεις το παραμύθι."	"q00c-body_q00c-p2_56fc787976c2f9.32730316_0"	"PISA_ell-GRC_REA_R570-TheFavour_en18_MS2022.xlf"
"5043"	"Click on a choice to answer the question."	"Κάνε κλικ σε μια επιλογή, για να απαντήσεις στην ερώτηση.&lt;/i&gt;"	"R566_question03_q03itemDirections_56fc786b848714.63479915_1_0"	"PISA_ell-GRC_REA_R566-SkelligRocks_en18_MS2022.xlf"
"4769"	"AS A REMINDER TO TAKE  AN HOURLY BREAK"	"ΓΙΑ ΝΑ ΘΥΜΑΣΤΕ ΝΑ ΚΑΝΕΤΕ ΔΙΑΛΕΙΜΜΑ ΚΑΘΕ ΜΙΑ ΩΡΑ"	"Page2_stimulus_pg2p4_56fc785d53c5f9.05246554_0"	"PISA_ell-GRC_REA_R565-SittingDisease_en18_MS2022.xlf"
"2268"	"Click on a choice to answer the question.&lt;/i&gt;"	"Κάνε κλικ σε μια επιλογή, για να απαντήσεις στην ερώτηση.&lt;/i&gt;"	"R547_question2_itemDirections_56fc782e072020.06902189_1_0"	"PISA_ell-GRC_REA_R547-BookSurvey_en18_MS2022.xlf"
"2254"	"Click on a choice to answer the question.&lt;/i&gt;"	"Κάνε κλικ σε μια επιλογή, για να απαντήσεις στην ερώτηση.&lt;/i&gt;"	"R547_question01_itemDirections_56fc782e0460d7.64458893_1_0"	"PISA_ell-GRC_REA_R547-BookSurvey_en18_MS2022.xlf"
"2378"	"Graphic Novel/ Comics&lt;br/&gt;28%"	"Εικονογραφημένα  μυθιστορήματα /
Κόμικς&lt;br/&gt;28%"	"R547_question10_comicsLbl_56fc782e14b486.46787487_0"	"PISA_ell-GRC_REA_R547-BookSurvey_en18_MS2022.xlf"
"5739"	"Read the Introduction."	"&lt;i&gt;Να διαβάσεις την εισαγωγή."	"q00a-body_q00a-itemDirections_56fc78794b5369.48599087_0_0"	"PISA_ell-GRC_REA_R569-TheCleanup_en18_MS2022.xlf"
"4552"	"Click on a choice to answer the question."	"Κάνε κλικ σε μια επιλογή, για να απαντήσεις στην ερώτηση.&lt;/i&gt;"	"R563_question05_q05itemDirections_56fc786b43f8f6.16712887_1_0"	"PISA_ell-GRC_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"2084"	"Click on a choice to answer the question."	"Κάνε κλικ σε μια επιλογή, για να απαντήσεις στην ερώτηση.&lt;/i&gt;"	"R545_question02_Q02itemDirections_56fc7821ac1062.96206955_1_0"	"PISA_ell-GRC_REA_R545-MachuPicchu_en18_MS2022.xlf"
"2756"	"Ancestral Puebloans"	"Οι Προγονικοί  Πουέμπλος"	"R550_map_map_l4_56fc785cd18831.80713295_0"	"PISA_ell-GRC_REA_R550-CliffPalace_en18_MS2022.xlf"
"2377"	"Mystery/Thriller&lt;br/&gt;36%"	"Μυστηρίου/ &lt;br/&gt;Αστυνομικά&lt;br/&gt;36%"	"R547_question10_mysteryLbl_56fc782e14b1f7.39981743_0"	"PISA_ell-GRC_REA_R547-BookSurvey_en18_MS2022.xlf"
"1438"	"You will still see them eventually."	"Έτσι κι αλλιώς θα τους δεις κάποια στιγμή."	"Q01R542_question_Convp4_56fc782106b217.84906763_2_0"	"PISA_ell-GRC_REA_R542-BulletinBoard_en18_MS2022.xlf"
"1873"	"Click on a choice to answer the question.&lt;/i&gt;"	"Κάνε κλικ σε μια επιλογή, για να απαντήσεις στην ερώτηση.&lt;/i&gt;"	"R544_question10_itemDirections_56fc7821685510.10412790_1_0"	"PISA_ell-GRC_REA_R544-Tesla_en18_MS2022.xlf"
"3929"	"Click on a search result to answer the question."	"Κάνε κλικ σε ένα αποτέλεσμα της αναζήτησης, για να απαντήσεις στην ερώτηση."	"R560_question01_q01itemDirections_56fc784a78e486.20169494_1_0"	"PISA_ell-GRC_REA_R560-GarbagePatch_en18_MS2022.xlf"
"2773"	"Ancestral Puebloans"	"Οι Προγονικοί  Πουέμπλος"	"R550_tours_tours_l4_56fc785cd3adf1.25063481_0"	"PISA_ell-GRC_REA_R550-CliffPalace_en18_MS2022.xlf"
"4276"	"Then click on the NEXT arrow."	"Μετά κάνε κλικ στο βελάκι ΕΠΟΜΕΝΟ.&lt;/i&gt;"	"q00body_q00itemDirections_56fc783b3f8a36.71119956_1_0"	"PISA_ell-GRC_REA_R562-OpeningNight_en18_MS2022.xlf"
"2784"	"Read the Introduction."	"&lt;i&gt;Να διαβάσεις την εισαγωγή."	"q00body_q00itemDirections_56fc785cdb7056.90765917_0_0"	"PISA_ell-GRC_REA_R550-CliffPalace_en18_MS2022.xlf"
"5008"	"Then click on the NEXT arrow."	"Μετά κάνε κλικ στο βελάκι ΕΠΟΜΕΝΟ.&lt;/i&gt;"	"q00b-body_q00b-itemDirections_56fc786b7c7802.60907040_1_0"	"PISA_ell-GRC_REA_R566-SkelligRocks_en18_MS2022.xlf"
"5373"	"Read the Introduction."	"&lt;i&gt;Να διαβάσεις την εισαγωγή."	"q0a-body_q0a-itemDirections_56fc787919c1f3.79340677_0_0"	"PISA_ell-GRC_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"5844"	"Click on a choice and then type an explanation to answer the question."	"Κάνε κλικ σε μια επιλογή και μετά πληκτρολόγησε μια εξήγηση, για να απαντήσεις στην ερώτηση. &lt;/i&gt;"	"q7R569_question_q7itemDirections_56fc7879565396.04415883_1_0"	"PISA_ell-GRC_REA_R569-TheCleanup_en18_MS2022.xlf"
"4530"	"Type your answer to the question."	"Πληκτρολόγησε την απάντησή σου στην ερώτηση.&lt;/i&gt;"	"R563_question03_q03itemDirections_56fc786b410592.73244337_1_0"	"PISA_ell-GRC_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"301"	"T"	"Π"	"R219_stimulus_stimulus_7_50c7b7950901d9.37733153_0"	"PISA_ell-GRC_REA_R219-Employment_en15_MS2022.xlf"
"3626"	"Click on a choice to answer the question.&lt;/i&gt;"	"Κάνε κλικ σε μια επιλογή, για να απαντήσεις στην ερώτηση.&lt;/i&gt;"	"R558_question01_itemDirections_56fc786b088cb0.75370623_1_0"	"PISA_ell-GRC_REA_R558-MicrowaveOvens_en18_MS2022.xlf"
"4920"	"Web Search"	"Αναζήτηση στο διαδίκτυο"	"R566_stimulus02_pg02h1_56fc786b739df1.59155193_0"	"PISA_ell-GRC_REA_R566-SkelligRocks_en18_MS2022.xlf"
"5827"	"Parking Lot"	"Στον χώρο στάθμευσης"	"q5R569_question_question05_6_56fc7879535924.61187469_0"	"PISA_ell-GRC_REA_R569-TheCleanup_en18_MS2022.xlf"
"3660"	"Click on a choice to answer the question.&lt;/i&gt;"	"Κάνε κλικ σε μια επιλογή, για να απαντήσεις στην ερώτηση.&lt;/i&gt;"	"R558_question_itemDirections_56fc786b0b1541.82805878_1_0"	"PISA_ell-GRC_REA_R558-MicrowaveOvens_en18_MS2022.xlf"
"1687"	"Click on a choice to answer the question.&lt;/i&gt;"	"Κάνε κλικ σε μια επιλογή, για να απαντήσεις στην ερώτηση.&lt;/i&gt;"	"R543_question3_itemDirections_56fc78213692b4.63556835_1_0"	"PISA_ell-GRC_REA_R543-Nobel_en18_MS2022.xlf"
"4334"	"Click on a choice and then type an explanation to answer the question."	"Κάνε κλικ σε μια επιλογή και μετά πληκτρολόγησε μια εξήγηση, για να απαντήσεις στην ερώτηση. &lt;/i&gt;"	"R562_question06_q06itemDirections_56fc783b465e44.74175451_1_0"	"PISA_ell-GRC_REA_R562-OpeningNight_en18_MS2022.xlf"
"5557"	"Click on a choice to answer the question."	"Κάνε κλικ σε μια επιλογή, για να απαντήσεις στην ερώτηση.&lt;/i&gt;"	"R568_question03_q03itemDirections_56fc784aa61dd0.11236281_1_0"	"PISA_ell-GRC_REA_R568-SpaceDebris_en18_MS2022.xlf"
"4740"	"And it was my privilege to listen.”&lt;/i&gt;"	"Και εγώ είχα το προνόμιο να την ακούσω.”&lt;/i&gt;"	"R564_question06_q06p1_56fc783b61dba1.37708657_1_0"	"PISA_ell-GRC_REA_R564-SebastiaoSalgado_en18_MS2022.xlf"
