"Segment"	"en-ZZ"	"ar-QA"	"ID"	"File"
"1064"	"Post code:"	"الرمز البريدي ص ب :"	"R466_stimulus_line12_50d37b6932ca90.99544034_0"	"PISA_ara-QAT_REA_R466-WorkRight_en15_MS2022.xlf"
"4314"	"Type your answer to the question."	"ثم اكتب إجابتك عن السؤال."	"R562_question04_q04itemDirections_56fc783b43b603.36272366_1_0"	"PISA_ara-QAT_REA_R562-OpeningNight_en18_MS2022.xlf"
"5775"	"Use drag and drop to answer the question."	"استخدم خاصية السحب والإسقاط للإجابة عن السؤال."	"q2R569_question_q02itemDirections_56fc78794f33a1.24376468_1_0"	"PISA_ara-QAT_REA_R569-TheCleanup_en18_MS2022.xlf"
"5136"	"Click on a choice and then type an explanation to answer the question."	"اضغط على أحد الخيارات ومن ثم اكتب شرحاً للإجابة عن السؤال."	"R566_question09_q09itemDirections_56fc786b8ffd83.26531494_1_0"	"PISA_ara-QAT_REA_R566-SkelligRocks_en18_MS2022.xlf"
"1149"	"Refer to “Building a Legend” on the right."	"ارجع إلى نصّ &quot;البناء الأسطوريّ&quot; على اليسار."	"R540Q05Body_Q05itemDirections_56fc7820b50ae8.46984171_0_0"	"PISA_ara-QAT_REA_R540-BuildingALegend_en18_MS2022.xlf"
"2894"	"&lt;b&gt;Ciff Palace&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;كليف بالاس &lt;/b&gt;&lt;br /&gt;"	"R550_question09_q09itemTitle_56fc785ced8fa6.72873403_0_0"	"PISA_ara-QAT_REA_R550-CliffPalace_en18_MS2022.xlf"
"2492"	"Then click on the NEXT arrow."	"ثم اضغط على سهم &quot;التالي&quot;."	"q00b-body_q00b-itemDirections_56fc786acb26b7.77035141_1_0"	"PISA_ara-QAT_REA_R549-MessageInABottle_en18_MS2022.xlf"
"1686"	"&lt;i&gt;Refer to “Alfred Bernhard Nobel” on the right."	"&lt;i&gt;ارجع إلى نص &quot; ألفرد بيرنارد نوبل&quot; على اليسار ."	"R543_question3_itemDirections_56fc78213692b4.63556835_0_0"	"PISA_ara-QAT_REA_R543-Nobel_en18_MS2022.xlf"
"2394"	"15 zeds"	"15 زداً"	"R547_question10_q10t1r4c3_56fc782e14f422.62424485_0"	"PISA_ara-QAT_REA_R547-BookSurvey_en18_MS2022.xlf"
"1072"	"GENERAL TERMS OF THE 10 YEARS £100 OFFER&lt;br /&gt; 1.  The promotion excludes wholesalers and retailers who sell this range of products. 2.  The offer only concerns the following ranges of Work Right products: Stationery, print and promotion products, technology supplies. Any other range of Work Right products is excluded from the offer, in particular furniture products."	"الشروط العامة لعرض الـ 1000 ريال لورك رايت البالغة 10 سنوات من العمر &lt;br /&gt; 1. لا ينطبق هذا العرض على تجار الجملة أو التجزئة الذين يبيعون هذه المنتجات. 2 وينطبق العرض فقط على المنتجات التالية لورك رايت: الأدوات الكتابية، مطبوعات، منتجات ترويجية، معدات تكنولوجية. ويستبعد أي نوع من المنتجات الأخرى من هذا العرض وخاصة منتجات الأثاث."	"R466_stimulus_section4_50d37b6932f4e9.46830770_0"	"PISA_ara-QAT_REA_R466-WorkRight_en15_MS2022.xlf"
"1951"	"&lt;b&gt;Nikola Tesla&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;نيكولا تسلا&lt;/b&gt;&lt;br /&gt;"	"R544_question4_itemTitle_56fc78217af761.60094513_0_0"	"PISA_ara-QAT_REA_R544-Tesla_en18_MS2022.xlf"
"1886"	"Question"	"سؤال"	"R544_question11_itemTitle_56fc782169e8c8.64546643_1_0"	"PISA_ara-QAT_REA_R544-Tesla_en18_MS2022.xlf"
"1899"	"&lt;b&gt;Nikola Tesla&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;نيكولا تسلا&lt;/b&gt;&lt;br /&gt;"	"R544_question12_itemTitle_56fc78216b91f5.35957286_0_0"	"PISA_ara-QAT_REA_R544-Tesla_en18_MS2022.xlf"
"5577"	"Refer to the Web Search on the right."	"ارجع إلى &quot;بحث في شبكة الانترنت&quot; على اليسار."	"R568_question05_q05itemDirections_56fc784aa8cd49.98790140_0_0"	"PISA_ara-QAT_REA_R568-SpaceDebris_en18_MS2022.xlf"
"4298"	"Type your answer to the question."	"ثم اكتب إجابتك عن السؤال."	"R562_question02_q02itemDirections_56fc783b419bc4.69135541_1_0"	"PISA_ara-QAT_REA_R562-OpeningNight_en18_MS2022.xlf"
"1669"	"&lt;b&gt;Alfred Nobel&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;ألفرد نوبل &lt;/b&gt;&lt;br /&gt;"	"R543_question2_itemTitle_56fc7821350fe0.69070974_0_0"	"PISA_ara-QAT_REA_R543-Nobel_en18_MS2022.xlf"
"5520"	"Refer to the Web Search on the right."	"ارجع إلى &quot;بحث في شبكة الانترنت&quot; على اليسار."	"R568_question01_q01itemDirections_56fc784aa350d1.09869742_0_0"	"PISA_ara-QAT_REA_R568-SpaceDebris_en18_MS2022.xlf"
"2657"	"Home"	"الصفحة الرئيسية"	"R550_ancestral_ancestral_l1_56fc785cc8d224.57710597_0"	"PISA_ara-QAT_REA_R550-CliffPalace_en18_MS2022.xlf"
"4113"	"Then click on the NEXT arrow."	"ثم اضغط على سهم &quot;التالي&quot;."	"q00b-body_q00b-p1_56fc785d264c41.70943658_1_0"	"PISA_ara-QAT_REA_R561-OlympicFlag_en18_MS2022.xlf"
"1684"	"Question"	"سؤال"	"R543_question3_itemTitle_56fc7821368b84.63074226_1_0"	"PISA_ara-QAT_REA_R543-Nobel_en18_MS2022.xlf"
"1700"	"&lt;i&gt;Refer to “Alfred Bernhard Nobel” on the right."	"&lt;i&gt;ارجع إلى نص &quot;ألفرد بيرنارد نوبل&quot; على اليسار."	"R543_question4_itemDirections_56fc7821381578.06834284_0_0"	"PISA_ara-QAT_REA_R543-Nobel_en18_MS2022.xlf"
"1704"	"&lt;b&gt;Alfred Nobel&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;ألفرد نوبل &lt;/b&gt;&lt;br /&gt;"	"R543_question5_itemTitle_56fc782139ab53.82157060_0_0"	"PISA_ara-QAT_REA_R543-Nobel_en18_MS2022.xlf"
"1659"	"Question"	"سؤال"	"R543_question11_itemTitle_56fc782133d334.84623438_1_0"	"PISA_ara-QAT_REA_R543-Nobel_en18_MS2022.xlf"
"2887"	"&lt;b&gt;Ciff Palace&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt; كليف بالاس&lt;/b&gt;&lt;br /&gt;"	"R550_question08_q08itemTitle_56fc785ceb8fd9.58889268_0_0"	"PISA_ara-QAT_REA_R550-CliffPalace_en18_MS2022.xlf"
"4134"	"Type your answer to the question."	"اضغط على أحد الخيارات، ثم اكتب شرحاً للإجابة عن السؤال."	"R561_question02_q02itemDirections_56fc785d28cac5.31556981_1_0"	"PISA_ara-QAT_REA_R561-OlympicFlag_en18_MS2022.xlf"
"516"	"20 hours&lt;br /&gt;of darkness"	"20 ساعة&lt;br /&gt;من الظلام"	"R220_stimulus_label3_50d374bb872291.02817828_0"	"PISA_ara-QAT_REA_R220-SouthPole_en15_MS2022.xlf"
"2151"	"Question"	"سؤال"	"R545_question04_Q09itemTitle_56fc7821b30622.44926806_1_0"	"PISA_ara-QAT_REA_R545-MachuPicchu_en18_MS2022.xlf"
"1443"	"Hey, look at this announcement for the chess club."	"مهلا، انظر إلى هذا الإعلان عن نادي الشطرنج."	"Q01R542_question_Convp6_56fc782106b821.03976464_1_0"	"PISA_ara-QAT_REA_R542-BulletinBoard_en18_MS2022.xlf"
"5639"	"“No, I don’t believe this idea is the solution."	"&quot;لا، لا اعتقد أن هذه الفكرة هي الحل."	"R568_question09_q09p1_56fc784aaf54f2.48102179_1_0"	"PISA_ara-QAT_REA_R568-SpaceDebris_en18_MS2022.xlf"
"5312"	"True"	"صحيحة"	"R567_question08_q08tr1th2_56fc7879157d44.48840269_0"	"PISA_ara-QAT_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"2822"	"Click on a choice and type an explanation to answer the question."	"اضغط على أحد الخيارات، ثم اكتب شرحاً للإجابة عن السؤال."	"R550_question03_q03itemDirections_56fc785ce17b42.67365008_1_0"	"PISA_ara-QAT_REA_R550-CliffPalace_en18_MS2022.xlf"
"6045"	"How should Charles respond?"	"كيف يجب أن يرد عليه شاهين؟"	"R570_question07_q07p2_56fc787980d795.85902410_0"	"PISA_ara-QAT_REA_R570-TheFavour_en18_MS2022.xlf"
"1042"	"is 10 years old&lt;br /&gt; And will reimburse you up to £"	"10 سنوات &lt;br /&gt;سوف تسترد لغاية"	"R466_stimulus_line1_50d37b69327ac1.88390584_0"	"PISA_ara-QAT_REA_R466-WorkRight_en15_MS2022.xlf"
"1720"	"Question"	"سؤال"	"R543_question6_itemTitle_56fc78213bc834.89879085_1_0"	"PISA_ara-QAT_REA_R543-Nobel_en18_MS2022.xlf"
"4029"	"Then click on the NEXT arrow."	"ثم اضغط على سهم &quot;التالي&quot;."	"q00bbody_q00bitemDirections_56fc784a8325e9.36857198_1_0"	"PISA_ara-QAT_REA_R560-GarbagePatch_en18_MS2022.xlf"
"2785"	"Then click on the NEXT arrow."	"ثم اضغط على سهم &quot;التالي&quot;."	"q00body_q00itemDirections_56fc785cdb7056.90765917_1_0"	"PISA_ara-QAT_REA_R550-CliffPalace_en18_MS2022.xlf"
"1652"	"Question"	"سؤال"	"R543_question10_itemTitle_56fc782132ca97.65605159_1_0"	"PISA_ara-QAT_REA_R543-Nobel_en18_MS2022.xlf"
"5106"	"✓ &lt;i&gt;Remember to select &lt;b&gt;one or more&lt;/b&gt; boxes.&lt;/i&gt;"	"&amp;check; &lt;i&gt;تذكر اختيار مربع &lt;b&gt;واحد أو أكثر&lt;/b&gt; .&lt;/i&gt;"	"R566_question07_q07p2_56fc786b8be128.35981027_0"	"PISA_ara-QAT_REA_R566-SkelligRocks_en18_MS2022.xlf"
"1976"	"&lt;i&gt;Refer to “A Spark of Genius” on the right."	"&lt;i&gt;ارجع إلى نص &quot; شعلة من العبقرية&quot; على اليسار."	"R544_question5_itemDirections_56fc78217cc282.26999608_0_0"	"PISA_ara-QAT_REA_R544-Tesla_en18_MS2022.xlf"
"1938"	"Question"	"سؤال"	"R544_question_itemTitle_56fc7821794d07.63380796_1_0"	"PISA_ara-QAT_REA_R544-Tesla_en18_MS2022.xlf"
"5378"	"Click on the NEXT arrow to read the webpage."	"اضغط على سهم &quot;التالي&quot; لقراءة الصفحة على شبكة الإنترنت."	"q0a-body_q0a-p3_56fc787919cf45.17795726_0"	"PISA_ara-QAT_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"329"	"Look at page &lt;b&gt;1&lt;/b&gt;."	"انظر إلى صفحة  &lt;b&gt;1&lt;/b&gt; ."	"R220_question_introBullet1_50d374bb7556c4.23522880_0"	"PISA_ara-QAT_REA_R220-SouthPole_en15_MS2022.xlf"
"6158"	"Read the information below."	"أقرأ المعلومات الواردة أدناه."	"q0cR590_question_q0citemDirections_56fd2311163946.15922865_0_0"	"PISA_ara-QAT_REA_R590-Sentences01_en18_MS2022.xlf"
"5217"	"✓ &lt;i&gt;Remember to select &lt;b&gt;one or more&lt;/b&gt; boxes.&lt;/i&gt;"	"&amp;check; &lt;i&gt;تذكر اختيار مربع &lt;b&gt;واحد أو أكثر&lt;/b&gt;.&lt;/i&gt;"	"R567_question01_q01p2_56fc78790bc0f7.07074059_0"	"PISA_ara-QAT_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"5132"	"&lt;b&gt;The Skellig Rocks&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;سكيلنج روك&lt;/b&gt;&lt;br /&gt;"	"R566_question09_q09itemTitle_56fc786b8ff6b0.47433647_0_0"	"PISA_ara-QAT_REA_R566-SkelligRocks_en18_MS2022.xlf"
"1974"	"Question"	"سؤال"	"R544_question5_itemTitle_56fc78217cbbc6.20934914_1_0"	"PISA_ara-QAT_REA_R544-Tesla_en18_MS2022.xlf"
