"Segment"	"en-ZZ"	"pl-PL"	"ID"	"File"
"3092"	"Refer to the Volunteer Agreement on the right."	"&lt;i&gt; Zapoznaj się z Kartą Wolontariusza po prawej stronie."	"R552_question05_q05itemDirections_56fd794264d092.27315344_0_0"	"PISA_pol-POL_REA_R552-FestiRock_en18_MS2022.xlf"
"3042"	"Click on a choice to answer the question."	"Kliknij, aby wybrać odpowiedź. &lt;/i&gt;"	"R552_question02_q02itemDirections_56fd79425f4d97.71214953_1_0"	"PISA_pol-POL_REA_R552-FestiRock_en18_MS2022.xlf"
"1049"	"&gt; For purchases between £60 and £149.99, Work Right will reimburse you £20.&lt;br /&gt; &gt; For purchases between £150 and £299.99, Work Right will reimburse you £50.&lt;br /&gt; &gt; For purchases of £300 or more, Work Right will reimburse you £100.&lt;br /&gt;"	"&gt; Przy zakupach o wartości między 60 zł a 149,99 zł Dobre Biuro zwraca &lt;span id=&quot;q3key&quot;&gt;20&lt;/span&gt; złotych. &lt;br /&gt; &gt;&gt; Przy zakupach o wartości między 150 zł a 299,99 zł Dobre Biuro zwraca 50 złotych.&lt;br /&gt; &gt; Przy zakupach o wartości 300 zł i więcej Dobre Biuro zwraca 100 złotych.&lt;br /&gt;"	"R466_stimulus_line5_50c7c99ab5b2f7.78875851_0"	"PISA_pol-POL_REA_R466-WorkRight_en15_MS2022.xlf"
"5008"	"Then click on the NEXT arrow."	"następnie kliknij strzałkę DALEJ. &lt;/i&gt;"	"q00b-body_q00b-itemDirections_56fc786b7c7802.60907040_1_0"	"PISA_pol-POL_REA_R566-SkelligRocks_en18_MS2022.xlf"
"3842"	"Click on a choice to answer the question."	"Kliknij, aby wybrać odpowiedź. &lt;/i&gt;"	"R559_question05_q05itemDirections_56fc783b2928b3.13861690_1_0"	"PISA_pol-POL_REA_R559-NaliniNadkarni_en18_MS2022.xlf"
"1545"	"Tutors for All"	"&quot;Korepetycje dla Każdego&quot;"	"Q08R542_question_question8_6_56fc7821105e50.84474711_0"	"PISA_pol-POL_REA_R542-BulletinBoard_en18_MS2022.xlf"
"3609"	"&lt;i&gt;Read the Introduction."	"&lt;i&gt;Przeczytaj wstęp."	"question00a_1_itemDirections00_56fc786b06b0d0.94993680_0_0"	"PISA_pol-POL_REA_R558-MicrowaveOvens_en18_MS2022.xlf"
"5286"	"Refer to the Web Search on the right."	"&lt;i&gt;Zapoznaj się z wynikami wyszukiwania w Internecie po prawej stronie."	"R567_question06_q06itemDirections_56fc7879127de3.09243109_0_0"	"PISA_pol-POL_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"301"	"T"	"CZ"	"R219_stimulus_stimulus_7_50c7b7d50c0a54.10346997_0"	"PISA_pol-POL_REA_R219-Employment_en15_MS2022.xlf"
"4134"	"Type your answer to the question."	"Kliknij, aby wybrać odpowiedź, a następnie wpisz wyjaśnienie, uzasadniając swój wybór.&lt;/i&gt;"	"R561_question02_q02itemDirections_56fc785d28cac5.31556981_1_0"	"PISA_pol-POL_REA_R561-OlympicFlag_en18_MS2022.xlf"
"4552"	"Click on a choice to answer the question."	"Kliknij, aby wybrać odpowiedź. &lt;/i&gt;"	"R563_question05_q05itemDirections_56fc786b43f8f6.16712887_1_0"	"PISA_pol-POL_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"3777"	"Read the Introduction."	"&lt;i&gt;Przeczytaj wstęp."	"q00body_q00itemDirections_56fc783b2348f3.80349298_0_0"	"PISA_pol-POL_REA_R559-NaliniNadkarni_en18_MS2022.xlf"
"3483"	"Click on a choice to answer the question.&lt;/i&gt;"	"Kliknij, aby wybrać odpowiedź. &lt;/i&gt;"	"R556_question8_itemDirections_56fc783adbd281.82516807_1_0"	"PISA_pol-POL_REA_R556-Microlending_en18_MS2022.xlf"
"5022"	"Click on one or more boxes to answer the question."	"Zaznacz kliknięciem jedną lub więcej odpowiedzi.&lt;/i&gt;"	"R566_question01_q01itemDirections_56fc786b7efb09.20390208_1_0"	"PISA_pol-POL_REA_R566-SkelligRocks_en18_MS2022.xlf"
"5043"	"Click on a choice to answer the question."	"Kliknij, aby wybrać odpowiedź.&lt;/i&gt;"	"R566_question03_q03itemDirections_56fc786b848714.63479915_1_0"	"PISA_pol-POL_REA_R566-SkelligRocks_en18_MS2022.xlf"
"1976"	"&lt;i&gt;Refer to “A Spark of Genius” on the right."	"&lt;i&gt; Zapoznaj się z tekstem &quot;Iskra geniuszu&quot; po prawej stronie."	"R544_question5_itemDirections_56fc78217cc282.26999608_0_0"	"PISA_pol-POL_REA_R544-Tesla_en18_MS2022.xlf"
"5810"	"Cans"	"Puszek"	"q4R569_question_question04_3_56fc787951f3d9.01263757_0"	"PISA_pol-POL_REA_R569-TheCleanup_en18_MS2022.xlf"
"3739"	"&lt;i&gt;Refer to both sources on the right by clicking on each of the tabs."	"&lt;i&gt;Zapoznaj się z obydwoma źródłami po prawej stronie, klikając każdą z zakładek."	"R558_question09_itemDirections_56fc786b14e033.98417900_0_0"	"PISA_pol-POL_REA_R558-MicrowaveOvens_en18_MS2022.xlf"
"5622"	"Click on a choice to answer the question."	"Kliknij, aby wybrać odpowiedź. &lt;/i&gt;"	"R568_question08_q08itemDirections_56fc784aadc160.19925657_1_0"	"PISA_pol-POL_REA_R568-SpaceDebris_en18_MS2022.xlf"
"4530"	"Type your answer to the question."	"Wpisz odpowiedź na pytanie.&lt;/i&gt;"	"R563_question03_q03itemDirections_56fc786b410592.73244337_1_0"	"PISA_pol-POL_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"6159"	"Then click on the NEXT arrow."	"Następnie kliknij strzałkę DALEJ. &lt;/i&gt;"	"q0cR590_question_q0citemDirections_56fd2311163946.15922865_1_0"	"PISA_pol-POL_REA_R590-Sentences01_en18_MS2022.xlf"
"5386"	"Then click on the NEXT arrow."	"Następnie kliknij strzałkę DALEJ. &lt;/i&gt;"	"q0b-body_q0b-itemDirections_56fc78791b8ef9.93560623_1_0"	"PISA_pol-POL_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"1050"	"&lt;b&gt;2/ Complete&lt;/b&gt; the form below.&lt;br /&gt; &lt;b&gt;3/ Attach&lt;/b&gt; a copy of your proof of purchase as well as the bar code(s) or price tag(s) of the original products.&lt;br /&gt; &lt;b&gt;4/ Send&lt;/b&gt;, within 15 days of purchase, to the following address:&lt;br /&gt;"	"&lt;b&gt;2/ Wypełnij&lt;/b&gt; poniższy formularz.&lt;br /&gt; &lt;b&gt;3/ Dołącz do niego &lt;/b&gt; ksero dowodu zakupu oraz kody kreskowe lub etykietki z cenami zakupionych produktów.&lt;br /&gt; &lt;b&gt;4/ Wyślij &lt;/b&gt;wszystko w ciągu 15 dni od daty zakupu pod następujący adres:&lt;br /&gt;"	"R466_stimulus_section2_50c7c99ab5b587.37139267_0"	"PISA_pol-POL_REA_R466-WorkRight_en15_MS2022.xlf"
"1851"	"Then click on the NEXT arrow.&lt;/i&gt;"	"a następnie kliknij strzałkę DALEJ. &lt;/i&gt;"	"question0b_1_itemDirections00_56fc782165fc64.42851849_1_0"	"PISA_pol-POL_REA_R544-Tesla_en18_MS2022.xlf"
"4018"	"&lt;b&gt;Great Pacific Garbage Patch&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;Wielka plama śmieci na Pacyfiku &lt;/b&gt;&lt;br /&gt;"	"q00abody_itemTitle00_56fc784a8202e8.20275697_0_0"	"PISA_pol-POL_REA_R560-GarbagePatch_en18_MS2022.xlf"
"3813"	"Refer to “Nalini Nadkarni: A Passion for Trees” on the right."	"&lt;i&gt; Zapoznaj się z informacjami w tekście “Nalini Nadkarni: pasja do drzew” po prawej stronie."	"R559_question03_q03itemDirections_56fc783b26ca61.80059891_0_0"	"PISA_pol-POL_REA_R559-NaliniNadkarni_en18_MS2022.xlf"
"4020"	"Read the Introduction."	"&lt;i&gt;Przeczytaj wstęp."	"q00abody_q00aitemDirections_56fc784a8205f2.33738515_0_0"	"PISA_pol-POL_REA_R560-GarbagePatch_en18_MS2022.xlf"
"1066"	"What is the total value of the Work Right office supplies* that you have purchased?&lt;br /&gt;"	"Jaka jest łączna wartość Twoich zakupów wyposażenia biurowego w Dobrym Biurze?&lt;br /&gt;"	"R466_stimulus_section3_50c7c99ab5f5e1.41325052_0"	"PISA_pol-POL_REA_R466-WorkRight_en15_MS2022.xlf"
"4105"	"Read the Introduction."	"&lt;i&gt;Przeczytaj wstęp."	"q00a-body_q00a-p1_56fc785d252639.73865870_0_0"	"PISA_pol-POL_REA_R561-OlympicFlag_en18_MS2022.xlf"
"4567"	"Click on a choice to answer the question."	"Kliknij, aby wybrać odpowiedź.&lt;/i&gt;"	"R563_question06_q06itemDirections_56fc786b45cd07.83714228_1_0"	"PISA_pol-POL_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"5538"	"Click on the choices in the table to answer the question."	"Kliknij, aby wybrać odpowiedź w tabeli. &lt;/i&gt;"	"R568_question02_q02itemDirections_56fc784aa47285.37561152_1_0"	"PISA_pol-POL_REA_R568-SpaceDebris_en18_MS2022.xlf"
"5740"	"Then click on the NEXT arrow."	"Następnie kliknij strzałkę DALEJ.&lt;/i&gt;"	"q00a-body_q00a-itemDirections_56fc78794b5369.48599087_1_0"	"PISA_pol-POL_REA_R569-TheCleanup_en18_MS2022.xlf"
"4664"	"Then click on the NEXT arrow."	"Następnie kliknij strzałkę DALEJ. &lt;/i&gt;"	"q00body_q00itemDirections_56fc783b5aea95.72363860_1_0"	"PISA_pol-POL_REA_R564-SebastiaoSalgado_en18_MS2022.xlf"
"2268"	"Click on a choice to answer the question.&lt;/i&gt;"	"Kliknij, aby wybrać odpowiedź. &lt;/i&gt;"	"R547_question2_itemDirections_56fc782e072020.06902189_1_0"	"PISA_pol-POL_REA_R547-BookSurvey_en18_MS2022.xlf"
"5938"	"Read the information below."	"&lt;i&gt; Przeczytaj poniższe informacje."	"q00c-body_q00c-itemDirections_56fc787976ba68.37031688_0_0"	"PISA_pol-POL_REA_R570-TheFavour_en18_MS2022.xlf"
"4673"	"Click on a choice to answer the question."	"Kliknij, aby wybrać odpowiedź. &lt;/i&gt;"	"R564_question01_q01itemDirections_56fc783b5be821.70996521_1_0"	"PISA_pol-POL_REA_R564-SebastiaoSalgado_en18_MS2022.xlf"
"6028"	"Click on a choice to answer the question."	"Kliknij, aby wybrać odpowiedź. &lt;/i&gt;"	"R570_question06_q06itemDirections_56fc78797f34f1.87101971_1_0"	"PISA_pol-POL_REA_R570-TheFavour_en18_MS2022.xlf"
"3617"	"&lt;i&gt;Read the information below."	"&lt;i&gt;Przeczytaj poniższe informacje,"	"question00b_1_itemDirections00_56fc786b079021.97854133_0_0"	"PISA_pol-POL_REA_R558-MicrowaveOvens_en18_MS2022.xlf"
"5960"	"Refer to the text messages on the right."	"&lt;i&gt; Zapoznaj się z SMS-ami po prawej stronie."	"R570_question02_q02itemDirections_56fc787978f2e5.90111872_0_0"	"PISA_pol-POL_REA_R570-TheFavour_en18_MS2022.xlf"
"5244"	"Type your answer to the question."	"Wpisz odpowiedź na pytanie.&lt;/i&gt;"	"R567_question03_q03itemDirections_56fc78790e6414.00199794_1_0"	"PISA_pol-POL_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"5746"	"Read the information below."	"&lt;i&gt; Przeczytaj poniższe informacje."	"q00b-body_q00b-itemDirections_56fc78794c5e44.05134546_0_0"	"PISA_pol-POL_REA_R569-TheCleanup_en18_MS2022.xlf"
"6014"	"Click on a choice to answer the question."	"Kliknij, aby wybrać odpowiedź. &lt;/i&gt;"	"R570_question05_q05itemDirections_56fc78797d7529.74542919_1_0"	"PISA_pol-POL_REA_R570-TheFavour_en18_MS2022.xlf"
"3856"	"Refer to “Nalini Nadkarni: A Passion for Trees” on the right."	"&lt;i&gt; Zapoznaj się z informacjami w tekście “Nalini Nadkarni: pasja do drzew” po prawej stronie."	"R559_question06_q06itemDirections_56fc783b2a4803.17940809_0_0"	"PISA_pol-POL_REA_R559-NaliniNadkarni_en18_MS2022.xlf"
"5378"	"Click on the NEXT arrow to read the webpage."	"Kliknij strzałkę DALEJ, aby przejrzeć stronę internetową."	"q0a-body_q0a-p3_56fc787919cf45.17795726_0"	"PISA_pol-POL_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"4874"	"Click on a choice to answer the question.&lt;/i&gt;"	"Kliknij, aby wybrać odpowiedź. &lt;/i&gt;"	"R565_question6_itemDirections_56fc785d6051c6.45976345_1_0"	"PISA_pol-POL_REA_R565-SittingDisease_en18_MS2022.xlf"
"358"	"&lt;b&gt;South Pole&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt; BIEGUN POŁUDNIOWY&lt;/b&gt;&lt;br /&gt; Pytanie"	"R220_question_itemTitle_50c7c0a0e13387.58672297_0"	"PISA_pol-POL_REA_R220-SouthPole_en15_MS2022.xlf"
"4516"	"Click on a choice to answer the question."	"Kliknij, aby wybrać odpowiedź.&lt;/i&gt;"	"R563_question02_q02itemDirections_56fc786b3ef669.06586663_1_0"	"PISA_pol-POL_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"3123"	"Click on a choice and then type an explanation to answer the question."	"Kliknij, aby wybrać odpowiedź, a następnie wpisz wyjaśnienie, uzasadniając swój wybór.&lt;/i&gt;"	"R552_question08_q08itemDirections_56fd79426a23e6.65077049_1_0"	"PISA_pol-POL_REA_R552-FestiRock_en18_MS2022.xlf"
"5578"	"Click on a search result to answer the question."	"Kliknij na wynik wyszukiwania, aby odpowiedzieć na pytanie. &lt;/i&gt;"	"R568_question05_q05itemDirections_56fc784aa8cd49.98790140_1_0"	"PISA_pol-POL_REA_R568-SpaceDebris_en18_MS2022.xlf"
"5520"	"Refer to the Web Search on the right."	"&lt;i&gt;Zapoznaj się z wynikami wyszukiwania w Internecie po prawej stronie."	"R568_question01_q01itemDirections_56fc784aa350d1.09869742_0_0"	"PISA_pol-POL_REA_R568-SpaceDebris_en18_MS2022.xlf"
"4206"	"Click on a choice and then type an explanation to answer the question."	"Kliknij, aby wybrać odpowiedź, a następnie uzasadnij swój wybór.&lt;/i&gt;"	"R561_question07_q07itemDirections_56fc785d30dd05.49847214_1_0"	"PISA_pol-POL_REA_R561-OlympicFlag_en18_MS2022.xlf"
"4632"	"Type your answers to the questions."	"Wpisz odpowiedź na pytanie. &lt;/i&gt;"	"R563_question10_q10itemDirections_56fc786b4e31f5.41702157_1_0"	"PISA_pol-POL_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"2153"	"Refer to “Visit Majestic Machu Picchu” on the right."	"Zapoznaj się z tekstem &quot;Odkryj cuda Machu Picchu&quot; po prawej stronie."	"R545_question04_Q09itemDirections_56fc7821b30c73.16221683_0_0"	"PISA_pol-POL_REA_R545-MachuPicchu_en18_MS2022.xlf"
"3694"	"Click on a choice to answer the question.&lt;/i&gt;"	"Kliknij, aby wybrać odpowiedź. &lt;/i&gt;"	"R558_question6_itemDirections_56fc786b0f3f55.03223461_1_0"	"PISA_pol-POL_REA_R558-MicrowaveOvens_en18_MS2022.xlf"
"3778"	"Then click on the NEXT arrow."	"Następnie kliknij strzałkę DALEJ. &lt;/i&gt;"	"q00body_q00itemDirections_56fc783b2348f3.80349298_1_0"	"PISA_pol-POL_REA_R559-NaliniNadkarni_en18_MS2022.xlf"
"5265"	"Click on the choices in the table to answer the question."	"Kliknij, aby wybrać odpowiedź w tabeli.&lt;/i&gt;"	"R567_question05_q05itemDirections_56fc787910ed76.86602726_1_0"	"PISA_pol-POL_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"6072"	"Type your answer to the question."	"Wpisz odpowiedź na pytanie. &lt;/i&gt;"	"R570_question09_q09itemDirections_56fc7879881e32.81696271_1_0"	"PISA_pol-POL_REA_R570-TheFavour_en18_MS2022.xlf"
"4225"	"Type your answer to the question."	"Wpisz odpowiedź na pytanie. &lt;/i&gt;"	"R561_question09_q09itemDirections_56fc785d33ecc7.05935368_1_0"	"PISA_pol-POL_REA_R561-OlympicFlag_en18_MS2022.xlf"
"6158"	"Read the information below."	"&lt;i&gt;Przeczytaj informacje poniżej."	"q0cR590_question_q0citemDirections_56fd2311163946.15922865_0_0"	"PISA_pol-POL_REA_R590-Sentences01_en18_MS2022.xlf"
"2576"	"Click on a choice to answer the question."	"Kliknij, aby wybrać odpowiedź. &lt;/i&gt;"	"R549_question07_q07itemDirections_56fc786ad40030.43832098_1_0"	"PISA_pol-POL_REA_R549-MessageInABottle_en18_MS2022.xlf"
"2012"	"&lt;i&gt;Refer to “Man of the Future” on the right."	"&lt;i&gt; Zapoznaj się z tekstem &quot;Człowiek przyszłości&quot; po prawej stronie."	"R544_question9_itemDirections_56fc782181a288.51990939_0_0"	"PISA_pol-POL_REA_R544-Tesla_en18_MS2022.xlf"
"5036"	"Refer to the newspaper article on the right."	"&lt;i&gt;Zapoznaj się z artykułem z gazety po prawej stronie."	"R566_question02_q02itemDirections_56fc786b806f13.34096544_0_0"	"PISA_pol-POL_REA_R566-SkelligRocks_en18_MS2022.xlf"
"5961"	"Click on a choice to answer the question."	"Kliknij, aby wybrać odpowiedź. &lt;/i&gt;"	"R570_question02_q02itemDirections_56fc787978f2e5.90111872_1_0"	"PISA_pol-POL_REA_R570-TheFavour_en18_MS2022.xlf"
"588"	"continuous&lt;br /&gt;daylight"	"dzień&lt;br /&gt;polarny"	"R220_stimulus_label6_50c7c0a1078112.26326290_0"	"PISA_pol-POL_REA_R220-SouthPole_en15_MS2022.xlf"
"5251"	"Click on a choice to answer the question."	"Kliknij, aby wybrać odpowiedź. &lt;/i&gt;"	"R567_question04_q04itemDirections_56fc78790f8a73.23597526_1_0"	"PISA_pol-POL_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"639"	"Then click on the NEXT arrow to view the first question."	"Potem kliknij na strzałkę, by zobaczyć pierwsze pytanie."	"R404_question_introBullet3_50c7c882a67c07.97709540_0"	"PISA_pol-POL_REA_R404-Sleep_en15_MS2022.xlf"
"2098"	"Click on the choices in the table to answer the question."	"Kliknij, aby wybrać odpowiedź w tabeli."	"R545_question03_Q03itemDirections_56fc7821ad84c2.36903751_1_0"	"PISA_pol-POL_REA_R545-MachuPicchu_en18_MS2022.xlf"
"4771"	"AS A REMINDER TO TAKE  AN HOURLY BREAK"	"ABY PRZYPOMINAŁO O ZROBIENIU PRZERWY CO GODZINĘ"	"Page2_stimulus_pg2p6_56fc785d53cdf2.75666466_0"	"PISA_pol-POL_REA_R565-SittingDisease_en18_MS2022.xlf"
"4182"	"Use drag and drop to answer the question."	"Aby odpowiedzieć na pytanie, zastosuj funkcję &quot;przeciągnij i upuść&quot;. &lt;/i&gt;"	"R561_question05_q05itemDirections_56fc785d2dbd00.55276440_1_0"	"PISA_pol-POL_REA_R561-OlympicFlag_en18_MS2022.xlf"
"1069"	"Between £150 and £299.99&lt;br /&gt;"	"Między 150 zł a 299,99 zł &lt;br /&gt;"	"R466_stimulus_sect3left_50c7c99ab60305.34639609_0"	"PISA_pol-POL_REA_R466-WorkRight_en15_MS2022.xlf"
"1046"	"&lt;i&gt;*Stationery, print and promotion products, technology supplies. See the general terms of the offer.&lt;/i&gt;"	"&lt;i&gt;*materiałów biurowych, urządzeń do drukowania, produktów reklamowych i zaopatrzenia informatycznego. Zapoznaj się z ogólnymi warunkami promocji.&lt;/i&gt;"	"R466_stimulus_line3_50c7c99ab5a7b2.01059042_0"	"PISA_pol-POL_REA_R466-WorkRight_en15_MS2022.xlf"
"1873"	"Click on a choice to answer the question.&lt;/i&gt;"	"Kliknij, aby wybrać odpowiedź. &lt;/i&gt;"	"R544_question10_itemDirections_56fc7821685510.10412790_1_0"	"PISA_pol-POL_REA_R544-Tesla_en18_MS2022.xlf"
"2833"	"Click on a choice to answer the question."	"Kliknij, aby wybrać odpowiedź.&lt;/i&gt;"	"R550_question04_q04itemDirections_56fc785ce36323.12198026_1_0"	"PISA_pol-POL_REA_R550-CliffPalace_en18_MS2022.xlf"
"4334"	"Click on a choice and then type an explanation to answer the question."	"Kliknij, aby wybrać odpowiedź, a następnie wpisz wyjaśnienie, uzasadniając swój wybór.&lt;/i&gt;"	"R562_question06_q06itemDirections_56fc783b465e44.74175451_1_0"	"PISA_pol-POL_REA_R562-OpeningNight_en18_MS2022.xlf"
"2499"	"Click on a choice to answer the question."	"Kliknij, aby wybrać odpowiedź. &lt;/i&gt;"	"R549_question01_q01itemDirections_56fc786acc1966.50302132_1_0"	"PISA_pol-POL_REA_R549-MessageInABottle_en18_MS2022.xlf"
"4603"	"Refer to the different webpages of the website on the right."	"&lt;i&gt; Zapoznaj się z podstronami strony internetowej po prawej stronie."	"R563_question08_q08itemDirections_56fc786b49ca39.25233524_0_0"	"PISA_pol-POL_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"6175"	"Then click on the NEXT arrow.&lt;/i&gt;"	"Następnie kliknij strzałkę DALEJ. &lt;/i&gt;"	"q00body_q00itemDirections_56fd23111a5057.38756393_1_0"	"PISA_pol-POL_REA_R590-Sentences01_en18_MS2022.xlf"
"2282"	"Click on a choice to answer the question.&lt;/i&gt;"	"Kliknij, aby wybrać odpowiedź. &lt;/i&gt;"	"R547_question01_itemDirections_56fc782e08b391.57814376_1_0"	"PISA_pol-POL_REA_R547-BookSurvey_en18_MS2022.xlf"
"4021"	"Then click on the NEXT arrow."	"Następnie kliknij strzałkę DALEJ. &lt;/i&gt;"	"q00abody_q00aitemDirections_56fc784a8205f2.33738515_1_0"	"PISA_pol-POL_REA_R560-GarbagePatch_en18_MS2022.xlf"
"2635"	"Type your answer to the question."	"Wpisz odpowiedź na pytanie. &lt;/i&gt;"	"R549_question10_q10itemDirections_56fc786ad94ab3.52290992_1_0"	"PISA_pol-POL_REA_R549-MessageInABottle_en18_MS2022.xlf"
"5808"	"Click on a choice to answer the question."	"Kliknij, aby wybrać odpowiedź. &lt;/i&gt;"	"q4R569_question_q04itemDirections_56fc787951ec51.23159211_1_0"	"PISA_pol-POL_REA_R569-TheCleanup_en18_MS2022.xlf"
"1071"	"&lt;b&gt;Important!  Do not forget to attach:&lt;/b&gt;&lt;br /&gt; — A copy of your proof of purchase&lt;br /&gt; — The bar code(s) or price tag(s) of the original products&lt;br /&gt;"	"&lt;b&gt;Uwaga! Nie zapomnij dołączyć:&lt;/b&gt;&lt;br /&gt; &amp;mdash;   Ksero dowodu zakupu &lt;br /&gt; &amp;mdash;  Kodów kreskowych lub etykietek z cenami zakupionych produktów&lt;br /&gt;"	"R466_stimulus_sect3right_50c7c99ab60c95.40334513_0"	"PISA_pol-POL_REA_R466-WorkRight_en15_MS2022.xlf"
"1977"	"Click on a choice to answer the question.&lt;/i&gt;"	"Kliknij, aby wybrać odpowiedź. &lt;/i&gt;"	"R544_question5_itemDirections_56fc78217cc282.26999608_1_0"	"PISA_pol-POL_REA_R544-Tesla_en18_MS2022.xlf"
"6057"	"Refer to the story on the right."	"&lt;i&gt;Zapoznaj się z bajką po prawej stronie."	"R570_question08_q08itemDirections_56fc787985fd79.79010288_0_0"	"PISA_pol-POL_REA_R570-TheFavour_en18_MS2022.xlf"
"3211"	"Then click on the NEXT arrow.&lt;/i&gt;"	"a następnie kliknij strzałkę DALEJ. &lt;/i&gt;"	"question00a_1_itemDirections0a_56fc784a5a26a5.39697544_1_0"	"PISA_pol-POL_REA_R553-HealthForum_en18_MS2022.xlf"
"5761"	"Click on a choice to answer the question."	"Kliknij, aby wybrać odpowiedź. &lt;/i&gt;"	"q1R569_question_q01itemDirections_56fc78794dc632.42190211_1_0"	"PISA_pol-POL_REA_R569-TheCleanup_en18_MS2022.xlf"
"3404"	"Click on the choices in the table to answer the question.&lt;/i&gt;"	"Kliknij, aby wybrać odpowiedź w tabeli.&lt;/i&gt;"	"R556_question2_itemDirections_56fc783ac2dd82.36710021_1_0"	"PISA_pol-POL_REA_R556-Microlending_en18_MS2022.xlf"
"5571"	"Type your answer to the question."	"Wpisz odpowiedź na pytanie. &lt;/i&gt;"	"R568_question04_q04itemDirections_56fc784aa79954.99366440_1_0"	"PISA_pol-POL_REA_R568-SpaceDebris_en18_MS2022.xlf"
"5747"	"Then click on the NEXT arrow."	"Następnie kliknij strzałkę DALEJ. &lt;/i&gt;"	"q00b-body_q00b-itemDirections_56fc78794c5e44.05134546_1_0"	"PISA_pol-POL_REA_R569-TheCleanup_en18_MS2022.xlf"
"4515"	"Refer to the different webpages of the website on the right."	"&lt;i&gt; Zapoznaj się z podstronami strony internetowej po prawej stronie."	"R563_question02_q02itemDirections_56fc786b3ef669.06586663_0_0"	"PISA_pol-POL_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"5643"	"Read the information below."	"&lt;i&gt;Przeczytaj poniższe informacje."	"q0a-body_q0a-itemDirections_56fc784ab0be40.63295573_0_0"	"PISA_pol-POL_REA_R568-SpaceDebris_en18_MS2022.xlf"
"5267"	"Click on either &lt;b&gt;True&lt;/b&gt; or &lt;b&gt;False&lt;/b&gt; for each statement."	"Kliknij  &lt;b&gt;Prawda&lt;/b&gt; lub &lt;b&gt;Fałsz&lt;/b&gt; przy każdym stwierdzeniu."	"R567_question05_q05p1_56fc787910f162.59215709_1_0"	"PISA_pol-POL_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"5570"	"Refer to “Space Debris and Human Spacecraft” on the right."	"&lt;i&gt; Zapoznaj się z tekstem “Kosmiczne śmieci i statek kosmiczny z ludźmi na pokładzie” po prawej stronie."	"R568_question04_q04itemDirections_56fc784aa79954.99366440_0_0"	"PISA_pol-POL_REA_R568-SpaceDebris_en18_MS2022.xlf"
"4750"	"Japan"	"Japonia"	"Page1_stimulus_stimulusTab1_2_56fc785d529ea3.01490218_0"	"PISA_pol-POL_REA_R565-SittingDisease_en18_MS2022.xlf"
"5664"	"Who's in the Chat"	"Kto jest na czacie"	"R569_stimulus1_chatMemberListTitle2_56fc787947dab7.14177325_0"	"PISA_pol-POL_REA_R569-TheCleanup_en18_MS2022.xlf"
"5407"	"Click on the choices in the table to answer the question."	"Kliknij, aby wybrać odpowiedź w tabeli. &lt;/i&gt;"	"R567_question11_q11itemDirections_56fc78791ff317.23437611_1_0"	"PISA_pol-POL_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"1915"	"Click on the choices in the table to answer the question.&lt;/i&gt;"	"Kliknij, aby wybrać odpowiedź w tabeli. &lt;/i&gt;"	"R544_question13_itemDirections_56fc7821777325.89058352_1_0"	"PISA_pol-POL_REA_R544-Tesla_en18_MS2022.xlf"
"4888"	"Click on a choice to answer the question.&lt;/i&gt;"	"Kliknij, aby wybrać odpowiedź. &lt;/i&gt;"	"R565_question7_itemDirections_56fc785d61d9f9.86494574_1_0"	"PISA_pol-POL_REA_R565-SittingDisease_en18_MS2022.xlf"
"513"	"&lt;b&gt;SOUTH POLE - Document 2&lt;/b&gt;"	"&lt;b&gt;BIEGUN POŁUDNIOWY - Dokument 2&lt;/b&gt;"	"R220_stimulus_title_50c7c0a10058a5.17310253_0"	"PISA_pol-POL_REA_R220-SouthPole_en15_MS2022.xlf"
"4668"	"Click on the NEXT arrow to read the brochure."	"Kliknij strzałkę DALEJ, aby przeczytać ulotkę."	"q00body_q00p3_56fc783b5af5d9.50141633_0"	"PISA_pol-POL_REA_R564-SebastiaoSalgado_en18_MS2022.xlf"
"4839"	"Click on a choice to answer the question.&lt;/i&gt;"	"Kliknij, aby wybrać odpowiedź. &lt;/i&gt;"	"R565_question_itemDirections_56fc785d5c2e04.42459264_1_0"	"PISA_pol-POL_REA_R565-SittingDisease_en18_MS2022.xlf"
